rule_id,compliance_id,jurisdiction_id,authority_id,governing_law,form_code,applicability_text,turnover_basis,employee_basis,effective_from,effective_to,tax_period,frequency,deadline_text,deadline_json,exceptions_text,verification_status,automation_enabled,checked_on,compliance_name,department_id,obligation_kind,scope_level,trigger_types,entity_types,documents,application_url,filing_mode,physical_submission,applicant_visit,inspection,process_notes,source_urls
N017-V1,N017,IN,AUTH-WASTE,Applicable construction and demolition waste rules,,"Covered producers, recyclers and other stakeholders; identify effective rules and project thresholds.",,,,,,event_based,Registration and period-specific targets/returns; validate current schedule and extensions.,"{""type"": ""manual_review""}",Common CPCB EPR SSO: https://epr.cpcb.gov.in/. Online registration is not proof of no facility inspection; quantitative targets remain unresolved.,researched_partial,0,2026-09-14,Construction and demolition waste registration / EPR,WASTE,mandatory_if_applicable,central,industry|date|transaction,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Project and waste quantities; recycler particulars; utilisation and certificate records,https://cdwm.cpcb.gov.in/about-system,online,unverified,unverified,conditional,Common CPCB EPR SSO: https://epr.cpcb.gov.in/. Online registration is not proof of no facility inspection; quantitative targets remain unresolved.,https://cdwm.cpcb.gov.in/about-system
N018-V1,N018,IN,AUTH-POLLUTION,EIA Notification and amendments,,"Projects/expansions listed in applicable EIA schedule; assess capacity, location and category.",,,,,,event_based,Obtain required prior clearance before prohibited project activity.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Prior environmental clearance,POLLUTION,mandatory_if_applicable,central,industry|location|transaction,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Project report; site/location maps; prescribed application; environmental studies as required,https://parivesh.nic.in/,online,unverified,unverified,conditional,Filing channel and physical requirements require independent evidence.,https://environmentclearance.nic.in/report/downloadForm.html
N019-V1,N019,IN,AUTH-POLLUTION,Applicable forest conservation legislation and rules,,Use/diversion of covered forest land for non-forest purpose.,,,,,,event_based,Prior approval before covered diversion; stage and conditions depend on proposal.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Forest diversion approval,POLLUTION,mandatory_if_applicable,central,location|transaction,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Land records; maps; diversion proposal; compensatory afforestation information,https://parivesh.nic.in/,online,unverified,unverified,conditional,Filing channel and physical requirements require independent evidence.,https://environmentclearance.nic.in/report/downloadForm.html
N020-V1,N020,IN,AUTH-POLLUTION,Applicable coastal-zone and wildlife legislation,,Projects in regulated coastal or protected/wildlife-sensitive locations.,,,,,,event_based,Prior project approval where required; exact authority depends on location.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,CRZ / wildlife clearance assessment,POLLUTION,mandatory_if_applicable,central,location|industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Location and boundary maps; project details; studies and clearance records,https://parivesh.nic.in/,online,unverified,unverified,conditional,Filing channel and physical requirements require independent evidence.,https://environmentclearance.nic.in/report/downloadForm.html
N021-V1,N021,IN,AUTH-POLLUTION,CGWA guidelines / applicable state groundwater legislation,,"Industrial, infrastructure or other covered groundwater abstraction; check state jurisdiction and exemptions.",,,,,,event_based,Before covered abstraction; certificate-specific renewals and reporting.,"{""type"": ""manual_review""}",CGWA is not the licensing authority for every state; do not use one universal national application.,researched_partial,0,2026-09-14,Groundwater abstraction NOC,POLLUTION,mandatory_if_applicable,central_or_state,industry|location|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Water requirement and source; borewell/site details; water balance; applicable studies,https://cgwb.gov.in/en/ground-water-regulation,unverified,unverified,unverified,conditional,CGWA is not the licensing authority for every state; do not use one universal national application.,https://cgwb.gov.in/en/ground-water-regulation
N022-V1,N022,IN,AUTH-CUSTOMS,Customs Act and applicable import regulations,,Importers of goods subject to customs entry and commodity-specific controls.,,,,,,event_based,Consignment/event-specific bill-of-entry and duty rules.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Customs import declaration and supporting documents,CUSTOMS,mandatory_if_applicable,central,transaction|industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Commercial invoice; packing list; transport document; origin and product permissions as applicable,https://www.icegate.gov.in/,online,unverified,unverified,conditional,Filing channel and physical requirements require independent evidence.,https://www.icegate.gov.in/services/e-sanchit
N023-V1,N023,IN,AUTH-CUSTOMS,Customs Act and export regulations,,Exporters of goods; special schemes and restricted products need additional controls.,,,,,,event_based,Shipment-specific declaration and clearance.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Customs export declaration and supporting documents,CUSTOMS,mandatory_if_applicable,central,transaction|industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Invoice; packing list; shipping and scheme particulars; commodity permissions,https://www.icegate.gov.in/,online,unverified,unverified,conditional,Filing channel and physical requirements require independent evidence.,https://www.icegate.gov.in/sites/default/files/2024-05/User%20Manual%20Main%20Website_v1.02_0.pdf
N024-V1,N024,IN,AUTH-FEMA,FEMA and current foreign-investment reporting directions,,Indian company issuing capital instruments covered by FDI reporting.,,,,,,event_based,Use current RBI reporting direction and actual issue date; do not rely on incorporation date alone.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,FDI share issue reporting — FC-GPR,FEMA,mandatory_if_applicable,central,transaction,private_company|public_company|section8,Issue/allotment details; foreign remittance and KYC; valuation; professional certifications as applicable,https://firms.rbi.org.in/,online,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://firms.rbi.org.in/
N025-V1,N025,IN,AUTH-FEMA,FEMA and current foreign-investment reporting directions,,Transfers falling within FC-TRS reporting; determine responsible resident party and exemptions.,,,,,,event_based,Event-specific receipt/remittance or transfer clock under current RBI direction.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Resident / non-resident transfer reporting — FC-TRS,FEMA,mandatory_if_applicable,central,transaction,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Transfer agreement; consideration and valuation; buyer/seller residency; bank and KYC records,https://firms.rbi.org.in/,online,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://firms.rbi.org.in/
N026-V1,N026,IN,AUTH-FEMA,FEMA foreign-investment rules and reporting directions,,Foreign capital contribution/profit-share transactions in eligible LLPs.,,,,,,event_based,Select contribution or transfer event and current reporting period.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Foreign investment in LLP — LLP-I / LLP-II,FEMA,mandatory_if_applicable,central,transaction|director_partner,llp,LLP agreement; valuation; remittance/KYC; contribution or transfer records,https://firms.rbi.org.in/,online,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://firms.rbi.org.in/
N027-V1,N027,IN,AUTH-FEMA,FEMA applicable startup convertible-note conditions,,Eligible convertible-note issue/transfer involving non-residents; verify startup and amount conditions.,,,,,,event_based,Transaction-specific filing under current direction.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Convertible-note foreign-investment reporting — CN,FEMA,mandatory_if_applicable,central,transaction,private_company,Startup eligibility; note agreement; remittance; holder and transfer details,https://firms.rbi.org.in/,online,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://firms.rbi.org.in/
N028-V1,N028,IN,AUTH-LEGAL_METROLOGY,"Legal Metrology (Packaged Commodities) Rules, Rule 27",,"Persons covered as manufacturer, packer or importer of packaged commodities.",,,,,,event_based,"Within 90 days of commencing relevant activity, subject to current rule and authority.","{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Packaged-commodity manufacturer / packer / importer registration,LEGAL_METROLOGY,mandatory_if_applicable,central_or_state,industry|transaction,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Entity and premises particulars; product/packing details; authorisation and fee,https://consumeraffairs.nic.in/sites/default/files/file-uploads/latestnews/LM_FAQs.pdf,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://consumeraffairs.nic.in/sites/default/files/file-uploads/latestnews/LM_FAQs.pdf
N029-V1,N029,IN,AUTH-LEGAL_METROLOGY,Legal Metrology (Packaged Commodities) Rules,,Covered retail packages and relevant e-commerce listings; check product exemptions.,,,,,,event_based,Before relevant sale/offer; update when product or declared particulars change.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Packaged-commodity label and online declarations,LEGAL_METROLOGY,ongoing_duty,central,industry|transaction,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Label artwork; manufacturer/packer/importer particulars; quantity/MRP and consumer-care records,https://consumeraffairs.gov.in/pages/legal-metrology-overview,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://consumeraffairs.gov.in/pages/legal-metrology-overview
N030-V1,N030,IN,AUTH-LEGAL_METROLOGY,Legal Metrology Act and applicable rules,,Manufacture/import or trade use of covered weighing/measuring instruments.,,,,,,event_based,Model approval and periodic stamping/verification are different events; state intervals apply.,"{""type"": ""manual_review""}",Instrument examination/testing can require physical activity even if booking/payment is online.,researched_partial,0,2026-09-14,Weighing / measuring instrument model approval and verification,LEGAL_METROLOGY,mandatory_if_applicable,central_or_state,industry|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Model specifications; test reports where required; instrument and previous verification certificate,https://consumeraffairs.gov.in/pages/legal-metrology-overview,unverified,unverified,unverified,conditional,Instrument examination/testing can require physical activity even if booking/payment is online.,https://consumeraffairs.gov.in/pages/legal-metrology-overview
N031-V1,N031,IN,AUTH-BIS,BIS Act; applicable product Quality Control Order,,"Manufacturers/importers of products with an effective compulsory QCO; verify product, standard, exemptions and commencement.",,,,,,event_based,Certification before regulated manufacture/import/sale; scheme-specific renewal or surveillance.,"{""type"": ""manual_review""}",Products outside compulsory orders may have voluntary certification; do not make BIS universal.,researched_partial,0,2026-09-14,BIS certification for QCO-covered products,BIS,mandatory_if_applicable,central,industry|law_change|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Applicable IS standard; product and factory data; test reports and quality controls,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/?lang=en,unverified,unverified,unverified,conditional,Products outside compulsory orders may have voluntary certification; do not make BIS universal.,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/?lang=en
N032-V1,N032,IN,AUTH-BIS,Applicable BIS certification scheme and licence conditions,,BIS licensees where the applicable scheme prescribes tests or factory surveillance.,,,,,,event_based,Use scheme/licence testing plan and surveillance events.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,BIS certification testing / surveillance duties,BIS,ongoing_duty,central,date|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Test and production records; licence; quality-control records; samples as required,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,unverified,unverified,unverified,conditional,Filing channel and physical requirements require independent evidence.,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en
N033-V1,N033,IN,AUTH-DRUGS_HEALTH,Drugs and Cosmetics Act and applicable rules,,Drug activities; central/state licensing allocation differs by activity and product.,,,,,,event_based,Prior applicable licence; certificate-specific retention/renewal duties.,"{""type"": ""manual_review""}",CDSCO SUGAM covers specified central applications; state sale/manufacture licensing must be separately resolved.,researched_partial,0,2026-09-14,Drug import / manufacture / sale permission assessment,DRUGS_HEALTH,mandatory_if_applicable,central_or_state,industry|location|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Product and premises dossier; technical staff qualifications; test/manufacturing records as relevant,https://www.cdsco.gov.in/opencms/opencms/en/IT-cell/,online,unverified,unverified,conditional,CDSCO SUGAM covers specified central applications; state sale/manufacture licensing must be separately resolved.,https://www.cdsco.gov.in/opencms/opencms/en/IT-cell/
N034-V1,N034,IN,AUTH-DRUGS_HEALTH,Medical Devices Rules 2017 as amended,,Manufacturers/importers/sellers of regulated devices; distinguish risk classes and exemptions.,,,,,,event_based,Before covered activity; current retention fee and licence conditions.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Medical-device licensing by risk class and activity,DRUGS_HEALTH,mandatory_if_applicable,central_or_state,industry|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Device classification; technical dossier; quality-system and facility evidence,https://www.cdsco.gov.in/opencms/opencms/en/Medical-Device-Diagnostics/Medical-Device-Diagnostics/,online,unverified,unverified,conditional,Filing channel and physical requirements require independent evidence.,https://www.cdsco.gov.in/opencms/opencms/en/Medical-Device-Diagnostics/Medical-Device-Diagnostics/
N035-V1,N035,IN,AUTH-DRUGS_HEALTH,Cosmetics Rules 2020 as amended,,Imports of cosmetics covered by registration rules.,,,,,,event_based,Before import; registration and retention obligations as applicable.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Cosmetics import registration,DRUGS_HEALTH,mandatory_if_applicable,central,industry|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"Manufacturer authorisation; product, label and ingredient particulars; certificates as required",https://www.cdsco.gov.in/opencms/en/Cosmetics/cosmetics/,online,unverified,unverified,conditional,Filing channel and physical requirements require independent evidence.,https://www.cdsco.gov.in/opencms/en/Cosmetics/cosmetics/
N036-V1,N036,IN,AUTH-ENERGY_PESO,Petroleum Rules 2002 as amended,,"Storage, transport or installation falling within licensed class/quantity; exemptions require exact facts.",,,,,,event_based,Prior approval/licence and certificate-specific renewal.,"{""type"": ""manual_review""}",PESO FAQ routes applications via NSWS/PESO; physical site examination and certificates depend on licence class.,researched_partial,0,2026-09-14,Petroleum storage / installation licence,ENERGY_PESO,mandatory_if_applicable,central,industry|location|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Site/layout plans; storage class/capacity; safety and competent-person records; district NOC where required,https://www.peso.gov.in/,online,unverified,unverified,conditional,PESO FAQ routes applications via NSWS/PESO; physical site examination and certificates depend on licence class.,https://www.peso.gov.in/sites/default/files/2024-08/Revised%20FAQs%20on%20PR%202002%20PDF.pdf
N037-V1,N037,IN,AUTH-DATA_CYBER,IT Act section 70B; CERT-In directions 28 April 2022,,"Service providers, intermediaries, data centres, bodies corporate and government organisations within directions.",,,,,,event_based,Specified incidents: within six hours of noticing or being brought to notice.,"{""type"": ""event_hours"", ""event"": ""incident_noticed_or_brought_to_notice_at"", ""hours"": 6, ""source_id"": ""CERT"", ""timezone"": ""Asia/Kolkata"", ""status"": ""candidate_requires_full_applicability_and_extension_review""}",,researched_partial,0,2026-09-14,CERT-In specified cyber-incident reporting,DATA_CYBER,incident_duty,central,transaction|notice,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Incident time/type; affected systems; available indicators; response contact and subsequent details,https://www.cert-in.org.in/PDF/CERT-In_Directions_70B_28.04.2022.pdf,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://www.cert-in.org.in/PDF/CERT-In_Directions_70B_28.04.2022.pdf
N038-V1,N038,IN,AUTH-DATA_CYBER,CERT-In directions 28 April 2022,,Entities within directions; distinguish special customer-record duties by provider class.,,,,,,continuous,Maintain ICT logs for rolling 180 days securely within India; designate contact as directed.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,CERT-In ICT log retention / point of contact,DATA_CYBER,ongoing_duty,central,date|industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,System logs; time synchronisation evidence; designated contact details,https://www.cert-in.org.in/PDF/CERT-In_Directions_70B_28.04.2022.pdf,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://www.cert-in.org.in/PDF/CERT-In_Directions_70B_28.04.2022.pdf
N039-V1,N039,IN,AUTH-DATA_CYBER,Digital Personal Data Protection Act 2023; Rules 2025 and commencement notifications,,"Digital personal-data processing within statutory scope, subject to exclusions and phased commencement.",,,,,,event_based,Evaluate each provision on its notified effective date; no blanket current activation of all duties.,"{""type"": ""manual_review""}","This is a transition review, not a finding that all DPDP duties are already in force.",researched_partial,0,2026-09-14,DPDP commencement and applicability assessment,DATA_CYBER,law_change_review,central,law_change|industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Data inventory; processing purposes; notices/consent records where operative; processor arrangements,https://www.meity.gov.in/documents/act-and-policies/digital-personal-data-protection-rules-2025-gDOxUjMtQWa?pageTitle=Digital-Personal-Data-Protection-Rules-2025,unverified,unverified,unverified,unverified,"This is a transition review, not a finding that all DPDP duties are already in force.",https://www.meity.gov.in/documents/act-and-policies/digital-personal-data-protection-rules-2025-gDOxUjMtQWa?pageTitle=Digital-Personal-Data-Protection-Rules-2025
N040-V1,N040,IN,AUTH-TRANSPORT,Motor Vehicles Act and applicable central/state rules,,Commercial/transport use requiring relevant goods/passenger permit; exceptions and area limits apply.,,,,,,event_based,Before covered use and before actual permit expiry.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Transport-vehicle permit,TRANSPORT,mandatory_if_applicable,state_framework,industry|location|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Vehicle registration; insurance; tax and fitness particulars; route/use details,https://parivahan.gov.in/,unverified,unverified,unverified,conditional,Filing channel and physical requirements require independent evidence.,https://parivahan.gov.in/content/about-permit
N041-V1,N041,IN,AUTH-TRANSPORT,Motor Vehicles Act and fitness rules,,Covered transport vehicles; age/class and current testing-centre rules determine periodicity.,,,,,,event_based,Use actual certificate expiry and applicable testing interval.,"{""type"": ""manual_review""}",Online application/payment is only part of fitness certification; vehicle testing is a physical step. Applicant personal attendance is a separate question.,researched_partial,0,2026-09-14,Transport vehicle fitness certificate,TRANSPORT,mandatory_if_applicable,state_framework,licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Registration; prior fitness; vehicle and application particulars,https://parivahan.gov.in/,online_with_physical_step,unverified,unverified,required,Online application/payment is only part of fitness certification; vehicle testing is a physical step. Applicant personal attendance is a separate question.,https://parivahan.gov.in/sites/default/files/FAQDOCS/VAHANSERVICES/FitnessCertificate/stepBystep.pdf
N042-V1,N042,IN,AUTH-TELECOM,Applicable DoT/WPC spectrum and equipment requirements,,Qualifying wireless equipment in licence-exempt bands; self-declaration only for eligible finished-product categories.,,,,,,event_based,Before regulated import/use/sale as applicable to product.,"{""type"": ""manual_review""}",Do not equate licence-exempt spectrum with equipment-approval exemption.,researched_partial,0,2026-09-14,Wireless equipment type approval,TELECOM,mandatory_if_applicable,central,industry|transaction,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,RF test report; product specifications; applicant/importer authorisation,https://eservices.dot.gov.in/,online,unverified,unverified,unverified,Do not equate licence-exempt spectrum with equipment-approval exemption.,https://eservices.dot.gov.in/taxonomy/term/307
N043-V1,N043,IN,AUTH-TELECOM,Applicable telecommunications authorisation framework,,Providing regulated telecom services or possessing/using radio equipment outside relevant exemptions.,,,,,,event_based,Before covered service/activity; check current authorisation category and transition.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Telecom / radio authorisation assessment,TELECOM,mandatory_if_applicable,central,industry|law_change|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Entity particulars; proposed service/spectrum/equipment details; technical documents,https://eservices.dot.gov.in/authorisation-portal,online,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://eservices.dot.gov.in/authorisation-portal
N044-V1,N044,IN,AUTH-AGRI_MINING,Applicable mine-safety law and OSH transition,,"Mine owners/managers/operators with opening, operational or reportable safety events.",,,,,,event_based,Event-specific notices; verify current DGMS form and deadline.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Mine opening / safety notices,AGRI_MINING,mandatory_if_applicable,central,industry|transaction|notice,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Mine location and ownership; manager/agent appointments; operational/safety particulars,https://www.dgms.gov.in/,unverified,unverified,unverified,conditional,Filing channel and physical requirements require independent evidence.,https://www.dgms.gov.in/
N045-V1,N045,IN,AUTH-AGRI_MINING,Insecticides Act and applicable rules,,Covered pesticide manufacture/import products; state sale/manufacture licensing is additional.,,,,,,event_based,Before relevant product manufacture/import; verify product-specific permission.,"{""type"": ""manual_review""}",Government implementation source establishes CROP system; exact current checklist not independently checked.,researched_partial,0,2026-09-14,Pesticide registration / import permission,AGRI_MINING,mandatory_if_applicable,central,industry|transaction,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Product chemistry and efficacy/safety dossier; applicant and manufacturer information,https://www.cgg.gov.in/it_project/comprehensive-registration-of-pesticides-crop/,online,unverified,unverified,unverified,Government implementation source establishes CROP system; exact current checklist not independently checked.,https://www.cgg.gov.in/it_project/comprehensive-registration-of-pesticides-crop/
N046-V1,N046,IN,AUTH-AGRI_MINING,Plant Quarantine Order and applicable export/import phytosanitary requirements,,"Covered plants, plant products and consignments.",,,,,,event_based,Consignment-specific prior permission/inspection/certificate where prescribed.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Plant quarantine clearance / phytosanitary certification,AGRI_MINING,mandatory_if_applicable,central,industry|transaction,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Commodity and consignment details; origin/destination; phytosanitary and treatment records,https://pqms.cgg.gov.in/pqms-angular/login,online,unverified,unverified,conditional,Filing channel and physical requirements require independent evidence.,https://pqms.cgg.gov.in/pqms-angular/login
N047-V1,N047,IN,AUTH-LABOUR,Private Security Agencies (Regulation) Act and state rules,,Business providing private security agency services in the relevant state/UT.,,,,,,event_based,Before operating; licence conditions and renewal depend on certificate/state rules.,"{""type"": ""manual_review""}",State controlling authority grants licence; antecedent checks and training arrangements are separate from uploading application.,researched_partial,0,2026-09-14,Private security agency licence,LABOUR,mandatory_if_applicable,state_framework,industry|location|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Entity and controller details; antecedent verification; training arrangements; prescribed affidavits,https://psara.gov.in/,online,unverified,unverified,conditional,State controlling authority grants licence; antecedent checks and training arrangements are separate from uploading application.,https://www.mha.gov.in/sites/default/files/2023-01/FAQ_10012023.pdf
N048-V1,N048,IN,AUTH-RERA,Real Estate (Regulation and Development) Act; state rules and authority orders,,"Covered projects and agents; evaluate local thresholds, planning area, phases and exclusions.",,,,,,event_based,Prior registration before covered marketing/sale; local renewal/reporting requirements.,"{""type"": ""manual_review""}",Source is Kerala-specific; its interpretation is not asserted as a verified rule for every state.,researched_partial,0,2026-09-14,RERA project / agent registration framework,RERA,mandatory_if_applicable,state_framework,industry|location|transaction|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Title and land particulars; approvals/plans; promoter/agent information; project and financial details,https://rera.kerala.gov.in/storage/documents/195.pdf,unverified,unverified,unverified,unverified,Source is Kerala-specific; its interpretation is not asserted as a verified rule for every state.,https://rera.kerala.gov.in/storage/documents/195.pdf
N049-V1,N049,IN,AUTH-LABOUR,"Four Labour Codes and operative central/state rules, schemes and savings",,"Establishments affected by revised wages, safety, industrial-relations and social-security provisions.",,,2025-11-21,,,event_based,Reassess from commencement and later applicable rule notifications.,"{""type"": ""manual_review""}",A commencement announcement alone does not verify every threshold or state procedural rule.,researched_partial,0,2026-09-14,Labour-code transition review for each establishment,LABOUR,law_change_review,central_or_state,law_change|employee|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Establishment classification; worker/wage history; applicable registrations; current employment policies,https://labour.gov.in/sites/default/files/pib2209767.pdf,unverified,unverified,unverified,unverified,A commencement announcement alone does not verify every threshold or state procedural rule.,https://labour.gov.in/sites/default/files/pib2209767.pdf
S-PB-PSDT-REG-V1,S-PB-PSDT-REG,IN-PB,AUTH-PB-PT,Punjab State Development Tax Act and Rules,,Employers/persons within the PSDT schedule and exemptions; not a blanket charge on every resident.,,,,,,event_based,Resolve statutory liability date and applicable registration deadline.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Punjab development tax registration,PT,mandatory_if_applicable,state,location|employee|industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,PAN upload; entity and applicant particulars; address/contact and employer details,https://psdt.punjab.gov.in/register,online,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://psdt.punjab.gov.in/register
S-PB-PSDT-ELECT-V1,S-PB-PSDT-ELECT,IN-PB,AUTH-PB-PT,Punjab State Development Tax First Amendment Rules 2025,,Eligible person choosing the optional lump-sum route.,,,,,,annual,Form 17/18 election by 31 March preceding the financial year; payment by 30 April for elected route.,"{""type"": ""manual_review""}",Optional payment method; do not treat these dates as the universal employer return schedule.,researched_partial,0,2026-09-14,Punjab development tax lump-sum election,PT,optional_scheme,state,date|transaction,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Election form; registration details; payment particulars,https://psdt.punjab.gov.in/,unverified,unverified,unverified,unverified,Optional payment method; do not treat these dates as the universal employer return schedule.,https://psdt.punjab.gov.in/docs/Form17Document.pdf
S-MH-PT-REG-V1,S-MH-PT-REG,IN-MH,AUTH-MH-PT,"Applicable state profession-tax Act, schedule and rules",,Employers and/or persons within the current state schedule; employee deductions and entity enrolment are separate tests.,,,,,,event_based,Current schedule and registration/payment deadlines require form-specific verification.,"{""type"": ""manual_review""}","Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial,0,2026-09-14,Maharashtra profession tax registration / enrolment,PT,mandatory_if_applicable,state,location|employee|industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,PAN and applicant/entity particulars; employment/business and address details as requested by current form,https://www.mahagst.gov.in/user-registration/pt,online,unverified,unverified,unverified,"Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",https://www.mahagst.gov.in/user-registration/pt
S-KA-PT-REG-V1,S-KA-PT-REG,IN-KA,AUTH-KA-PT,"Applicable state profession-tax Act, schedule and rules",,Employers and/or persons within the current state schedule; employee deductions and entity enrolment are separate tests.,,,,,,event_based,Current schedule and registration/payment deadlines require form-specific verification.,"{""type"": ""manual_review""}","Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial,0,2026-09-14,Karnataka profession tax registration / enrolment,PT,mandatory_if_applicable,state,location|employee|industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,PAN and applicant/entity particulars; employment/business and address details as requested by current form,https://ptax.karnataka.gov.in/,online,unverified,unverified,unverified,"Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",https://ptax.karnataka.gov.in/
S-MN-PT-REG-V1,S-MN-PT-REG,IN-MN,AUTH-MN-PT,"Applicable state profession-tax Act, schedule and rules",,Employers and/or persons within the current state schedule; employee deductions and entity enrolment are separate tests.,,,,,,event_based,Current schedule and registration/payment deadlines require form-specific verification.,"{""type"": ""manual_review""}","Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial,0,2026-09-14,Manipur profession tax registration / enrolment,PT,mandatory_if_applicable,state,location|employee|industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,PAN and applicant/entity particulars; employment/business and address details as requested by current form,https://professionaltax.mn.gov.in/Default.aspx,online,unverified,unverified,unverified,"Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",https://professionaltax.mn.gov.in/Default.aspx
S-NL-PT-REG-V1,S-NL-PT-REG,IN-NL,AUTH-NL-PT,"Applicable state profession-tax Act, schedule and rules",,Employers and/or persons within the current state schedule; employee deductions and entity enrolment are separate tests.,,,,,,event_based,Current schedule and registration/payment deadlines require form-specific verification.,"{""type"": ""manual_review""}","Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial,0,2026-09-14,Nagaland profession tax registration / enrolment,PT,mandatory_if_applicable,state,location|employee|industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,PAN and applicant/entity particulars; employment/business and address details as requested by current form,https://taxsoft-ngl.nic.in/Ptaxnagaland/TaxPayer/Schedule,online,unverified,unverified,unverified,"Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",https://taxsoft-ngl.nic.in/Ptaxnagaland/TaxPayer/Schedule
