coverage_id,jurisdiction_id,topic,applicability_status,authority_url,application_url,source_id,coverage_status,next_verification,legacy_row_id,linked_rule_ids,filing_mode,physical_submission,applicant_visit,inspection,testing_or_notarisation,documents,procedure_urls
UP-shops_establishments,IN-UP,shops_establishments,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S016,,unverified,unverified,unverified,unverified,unverified,,
UP-labour_welfare_fund,IN-UP,labour_welfare_fund,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S016,,unverified,unverified,unverified,unverified,unverified,,
UP-factory_licensing,IN-UP,factory_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S016,,unverified,unverified,unverified,unverified,unverified,,
UP-pollution_cte,IN-UP,pollution_cte,requires_activity_and_local_law_review,http://www.uppcb.com,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S016,,unverified,unverified,unverified,unverified,unverified,,
UP-pollution_cto,IN-UP,pollution_cto,requires_activity_and_local_law_review,http://www.uppcb.com,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S016,,unverified,unverified,unverified,unverified,unverified,,
UP-hazardous_waste,IN-UP,hazardous_waste,requires_activity_and_local_law_review,http://www.uppcb.com,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S016,,unverified,unverified,unverified,unverified,unverified,,
UP-fire_safety,IN-UP,fire_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S016,,unverified,unverified,unverified,unverified,unverified,,
UP-municipal_trade,IN-UP,municipal_trade,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S016,,unverified,unverified,unverified,unverified,unverified,,
UP-building_occupancy,IN-UP,building_occupancy,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S016,,unverified,unverified,unverified,unverified,unverified,,
UP-state_drug_licensing,IN-UP,state_drug_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S016,,unverified,unverified,unverified,unverified,unverified,,
UP-excise,IN-UP,excise,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S016,,unverified,unverified,unverified,unverified,unverified,,
UP-legal_metrology,IN-UP,legal_metrology,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S016,,unverified,unverified,unverified,unverified,unverified,,
UP-rera,IN-UP,rera,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S016,,unverified,unverified,unverified,unverified,unverified,,
UP-psara,IN-UP,psara,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S016,,unverified,unverified,unverified,unverified,unverified,,
UP-state_food_safety,IN-UP,state_food_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S016,,unverified,unverified,unverified,unverified,unverified,,
UP-groundwater,IN-UP,groundwater,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S016,,unverified,unverified,unverified,unverified,unverified,,
UP-boilers,IN-UP,boilers,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S016,,unverified,unverified,unverified,unverified,unverified,,
UK-professional_tax,IN-UK,professional_tax,legacy_claim_unverified,https://www.nsws.gov.in/state-list,,NSWS,imported_unverified,Original Yes/No retained in legacy_rows only; verify present levy/exemptions from current official law. A missing portal is not evidence of non-levy.,S020,,unverified,unverified,unverified,unverified,unverified,,
UK-shops_establishments,IN-UK,shops_establishments,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S020,,unverified,unverified,unverified,unverified,unverified,,
UK-labour_welfare_fund,IN-UK,labour_welfare_fund,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S020,,unverified,unverified,unverified,unverified,unverified,,
UK-factory_licensing,IN-UK,factory_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S020,,unverified,unverified,unverified,unverified,unverified,,
UK-pollution_cte,IN-UK,pollution_cte,requires_activity_and_local_law_review,http://ueppcb.uk.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S020,,unverified,unverified,unverified,unverified,unverified,,
UK-pollution_cto,IN-UK,pollution_cto,requires_activity_and_local_law_review,http://ueppcb.uk.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S020,,unverified,unverified,unverified,unverified,unverified,,
UK-hazardous_waste,IN-UK,hazardous_waste,requires_activity_and_local_law_review,http://ueppcb.uk.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S020,,unverified,unverified,unverified,unverified,unverified,,
UK-fire_safety,IN-UK,fire_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S020,,unverified,unverified,unverified,unverified,unverified,,
UK-municipal_trade,IN-UK,municipal_trade,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S020,,unverified,unverified,unverified,unverified,unverified,,
UK-building_occupancy,IN-UK,building_occupancy,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S020,,unverified,unverified,unverified,unverified,unverified,,
UK-state_drug_licensing,IN-UK,state_drug_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S020,,unverified,unverified,unverified,unverified,unverified,,
UK-excise,IN-UK,excise,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S020,,unverified,unverified,unverified,unverified,unverified,,
UK-legal_metrology,IN-UK,legal_metrology,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S020,,unverified,unverified,unverified,unverified,unverified,,
UK-rera,IN-UK,rera,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S020,,unverified,unverified,unverified,unverified,unverified,,
UK-psara,IN-UK,psara,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S020,,unverified,unverified,unverified,unverified,unverified,,
UK-state_food_safety,IN-UK,state_food_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S020,,unverified,unverified,unverified,unverified,unverified,,
UK-groundwater,IN-UK,groundwater,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S020,,unverified,unverified,unverified,unverified,unverified,,
UK-boilers,IN-UK,boilers,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S020,,unverified,unverified,unverified,unverified,unverified,,
WB-professional_tax,IN-WB,professional_tax,levy_evidenced_schedule_requires_review,https://professiontax.wb.gov.in/new-enrol/enrol-landing,https://professiontax.wb.gov.in/new-enrol/enrol-landing,WB_PT_PAPER,partial_rule_research,"Verify current schedule, employer versus own-account liability, exemptions, registration time, payment and return dates. This does not mean every entity owes tax.",S007,S-WB-PT-ENROL-V1|S-WB-PT-RETURN-V1,online,unverified|not_required,unverified,unverified,unverified,PAN; person/entity and business details; liability commencement information | Employee salary/tax deductions; payment details; registration particulars,https://professiontax.wb.gov.in/new-enrol/enrol-landing|https://comtax.wb.gov.in/
WB-shops_establishments,IN-WB,shops_establishments,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S007,,unverified,unverified,unverified,unverified,unverified,,
WB-labour_welfare_fund,IN-WB,labour_welfare_fund,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S007,,unverified,unverified,unverified,unverified,unverified,,
WB-factory_licensing,IN-WB,factory_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S007,,unverified,unverified,unverified,unverified,unverified,,
WB-pollution_cte,IN-WB,pollution_cte,requires_activity_and_local_law_review,http://www.wbpcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S007,,unverified,unverified,unverified,unverified,unverified,,
WB-pollution_cto,IN-WB,pollution_cto,requires_activity_and_local_law_review,http://www.wbpcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S007,,unverified,unverified,unverified,unverified,unverified,,
WB-hazardous_waste,IN-WB,hazardous_waste,requires_activity_and_local_law_review,http://www.wbpcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S007,,unverified,unverified,unverified,unverified,unverified,,
WB-fire_safety,IN-WB,fire_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S007,,unverified,unverified,unverified,unverified,unverified,,
WB-municipal_trade,IN-WB,municipal_trade,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S007,,unverified,unverified,unverified,unverified,unverified,,
WB-building_occupancy,IN-WB,building_occupancy,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S007,,unverified,unverified,unverified,unverified,unverified,,
WB-state_drug_licensing,IN-WB,state_drug_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S007,,unverified,unverified,unverified,unverified,unverified,,
WB-excise,IN-WB,excise,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,AX_WB_TEMP,partial_rule_research,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S007,AX034-V1|AX035-V1|AX036-V1|AX037-V1,online,unverified,unverified,conditional|unverified,unverified,Applicant and licence details; premises/event/product/consignment particulars as applicable; current service checklist | Applicant and licence details; premises/event/product/consignment particulars as applicable; current service checklist | Applicant and licence details; premises/event/product/consignment particulars as applicable; current service checklist | Applicant and licence details; premises/event/product/consignment particulars as applicable; current service checklist,https://excise.wb.gov.in/CommonUser/egovernance.aspx|https://excise.wb.gov.in/Portal_New_Default.aspx
WB-legal_metrology,IN-WB,legal_metrology,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S007,,unverified,unverified,unverified,unverified,unverified,,
WB-rera,IN-WB,rera,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S007,,unverified,unverified,unverified,unverified,unverified,,
WB-psara,IN-WB,psara,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S007,,unverified,unverified,unverified,unverified,unverified,,
WB-state_food_safety,IN-WB,state_food_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S007,,unverified,unverified,unverified,unverified,unverified,,
WB-groundwater,IN-WB,groundwater,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S007,,unverified,unverified,unverified,unverified,unverified,,
WB-boilers,IN-WB,boilers,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S007,,unverified,unverified,unverified,unverified,unverified,,
AN-property_ror,IN-AN,property_ror,property_and_transaction_dependent,https://dweepbhoomi.andamannicobar.gov.in/,https://dweepbhoomi.andamannicobar.gov.in/,AX_DOLR,directory_routing_only,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AN-property_mutation,IN-AN,property_mutation,property_and_transaction_dependent,https://dweepbhoomi.andamannicobar.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AN-land_revenue,IN-AN,land_revenue,property_and_transaction_dependent,https://dweepbhoomi.andamannicobar.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AN-deed_registration,IN-AN,deed_registration,property_and_transaction_dependent,https://dweepbhoomi.andamannicobar.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AN-encumbrance_title,IN-AN,encumbrance_title,property_and_transaction_dependent,https://dweepbhoomi.andamannicobar.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AN-land_use_eligibility,IN-AN,land_use_eligibility,property_and_transaction_dependent,https://dweepbhoomi.andamannicobar.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AN-boundary_survey,IN-AN,boundary_survey,property_and_transaction_dependent,https://dweepbhoomi.andamannicobar.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AN-property_tax,IN-AN,property_tax,property_and_transaction_dependent,https://dweepbhoomi.andamannicobar.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AP-property_ror,IN-AP,property_ror,property_and_transaction_dependent,https://meebhoomi.ap.gov.in/,https://meebhoomi.ap.gov.in/,AX_DOLR,directory_routing_only,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AP-property_mutation,IN-AP,property_mutation,property_and_transaction_dependent,https://meebhoomi.ap.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AP-land_revenue,IN-AP,land_revenue,property_and_transaction_dependent,https://meebhoomi.ap.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AP-deed_registration,IN-AP,deed_registration,property_and_transaction_dependent,https://meebhoomi.ap.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AP-encumbrance_title,IN-AP,encumbrance_title,property_and_transaction_dependent,https://meebhoomi.ap.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AP-land_use_eligibility,IN-AP,land_use_eligibility,property_and_transaction_dependent,https://meebhoomi.ap.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AP-boundary_survey,IN-AP,boundary_survey,property_and_transaction_dependent,https://meebhoomi.ap.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AP-property_tax,IN-AP,property_tax,property_and_transaction_dependent,https://meebhoomi.ap.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AR-property_ror,IN-AR,property_ror,property_and_transaction_dependent,https://lisa.arunachal.gov.in/,https://services.india.gov.in/service/detail/apply-for-issue-of-land-possession-certificate-arunachal-pradesh-1,AX_AR_LPC,partial_rule_research,"Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,AX038-V1,unverified,unverified,unverified,unverified,unverified,Parcel and applicant identity; possession/allotment evidence; current checklist,https://services.india.gov.in/service/detail/apply-for-issue-of-land-possession-certificate-arunachal-pradesh-1
AR-property_mutation,IN-AR,property_mutation,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AR-land_revenue,IN-AR,land_revenue,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AR-deed_registration,IN-AR,deed_registration,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AR-encumbrance_title,IN-AR,encumbrance_title,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AR-land_use_eligibility,IN-AR,land_use_eligibility,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AR-boundary_survey,IN-AR,boundary_survey,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AR-property_tax,IN-AR,property_tax,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AS-property_ror,IN-AS,property_ror,property_and_transaction_dependent,https://ilrms.assam.gov.in/,https://ilrms.assam.gov.in/,AX_DOLR,directory_routing_only,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AS-property_mutation,IN-AS,property_mutation,property_and_transaction_dependent,https://ilrms.assam.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AS-land_revenue,IN-AS,land_revenue,property_and_transaction_dependent,https://ilrms.assam.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AS-deed_registration,IN-AS,deed_registration,property_and_transaction_dependent,https://ilrms.assam.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AS-encumbrance_title,IN-AS,encumbrance_title,property_and_transaction_dependent,https://ilrms.assam.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AS-land_use_eligibility,IN-AS,land_use_eligibility,property_and_transaction_dependent,https://ilrms.assam.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AS-boundary_survey,IN-AS,boundary_survey,property_and_transaction_dependent,https://ilrms.assam.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
AS-property_tax,IN-AS,property_tax,property_and_transaction_dependent,https://ilrms.assam.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
