rule_id,compliance_id,jurisdiction_id,authority_id,governing_law,form_code,applicability_text,turnover_basis,employee_basis,effective_from,effective_to,tax_period,frequency,deadline_text,deadline_json,exceptions_text,verification_status,automation_enabled,checked_on
N016-V1,N016,IN,AUTH-WASTE,Hazardous and Other Wastes Second Amendment Rules 2023,,Covered base/lubrication oil producers/importers and used-oil actors; verify definitions.,,,,,,event_based,Registration and period-specific targets/returns; validate current schedule and extensions.,"{""type"": ""manual_review""}",Common CPCB EPR SSO: https://epr.cpcb.gov.in/. Online registration is not proof of no facility inspection; quantitative targets remain unresolved.,researched_partial,0,2026-09-14
N017-V1,N017,IN,AUTH-WASTE,Applicable construction and demolition waste rules,,"Covered producers, recyclers and other stakeholders; identify effective rules and project thresholds.",,,,,,event_based,Registration and period-specific targets/returns; validate current schedule and extensions.,"{""type"": ""manual_review""}",Common CPCB EPR SSO: https://epr.cpcb.gov.in/. Online registration is not proof of no facility inspection; quantitative targets remain unresolved.,researched_partial,0,2026-09-14
N018-V1,N018,IN,AUTH-POLLUTION,EIA Notification and amendments,,"Projects/expansions listed in applicable EIA schedule; assess capacity, location and category.",,,,,,event_based,Obtain required prior clearance before prohibited project activity.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N019-V1,N019,IN,AUTH-POLLUTION,Applicable forest conservation legislation and rules,,Use/diversion of covered forest land for non-forest purpose.,,,,,,event_based,Prior approval before covered diversion; stage and conditions depend on proposal.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N020-V1,N020,IN,AUTH-POLLUTION,Applicable coastal-zone and wildlife legislation,,Projects in regulated coastal or protected/wildlife-sensitive locations.,,,,,,event_based,Prior project approval where required; exact authority depends on location.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N021-V1,N021,IN,AUTH-POLLUTION,CGWA guidelines / applicable state groundwater legislation,,"Industrial, infrastructure or other covered groundwater abstraction; check state jurisdiction and exemptions.",,,,,,event_based,Before covered abstraction; certificate-specific renewals and reporting.,"{""type"": ""manual_review""}",CGWA is not the licensing authority for every state; do not use one universal national application.,researched_partial,0,2026-09-14
N022-V1,N022,IN,AUTH-CUSTOMS,Customs Act and applicable import regulations,,Importers of goods subject to customs entry and commodity-specific controls.,,,,,,event_based,Consignment/event-specific bill-of-entry and duty rules.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N023-V1,N023,IN,AUTH-CUSTOMS,Customs Act and export regulations,,Exporters of goods; special schemes and restricted products need additional controls.,,,,,,event_based,Shipment-specific declaration and clearance.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N024-V1,N024,IN,AUTH-FEMA,FEMA and current foreign-investment reporting directions,,Indian company issuing capital instruments covered by FDI reporting.,,,,,,event_based,Use current RBI reporting direction and actual issue date; do not rely on incorporation date alone.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N025-V1,N025,IN,AUTH-FEMA,FEMA and current foreign-investment reporting directions,,Transfers falling within FC-TRS reporting; determine responsible resident party and exemptions.,,,,,,event_based,Event-specific receipt/remittance or transfer clock under current RBI direction.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N026-V1,N026,IN,AUTH-FEMA,FEMA foreign-investment rules and reporting directions,,Foreign capital contribution/profit-share transactions in eligible LLPs.,,,,,,event_based,Select contribution or transfer event and current reporting period.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N027-V1,N027,IN,AUTH-FEMA,FEMA applicable startup convertible-note conditions,,Eligible convertible-note issue/transfer involving non-residents; verify startup and amount conditions.,,,,,,event_based,Transaction-specific filing under current direction.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N028-V1,N028,IN,AUTH-LEGAL_METROLOGY,"Legal Metrology (Packaged Commodities) Rules, Rule 27",,"Persons covered as manufacturer, packer or importer of packaged commodities.",,,,,,event_based,"Within 90 days of commencing relevant activity, subject to current rule and authority.","{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N029-V1,N029,IN,AUTH-LEGAL_METROLOGY,Legal Metrology (Packaged Commodities) Rules,,Covered retail packages and relevant e-commerce listings; check product exemptions.,,,,,,event_based,Before relevant sale/offer; update when product or declared particulars change.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N030-V1,N030,IN,AUTH-LEGAL_METROLOGY,Legal Metrology Act and applicable rules,,Manufacture/import or trade use of covered weighing/measuring instruments.,,,,,,event_based,Model approval and periodic stamping/verification are different events; state intervals apply.,"{""type"": ""manual_review""}",Instrument examination/testing can require physical activity even if booking/payment is online.,researched_partial,0,2026-09-14
N031-V1,N031,IN,AUTH-BIS,BIS Act; applicable product Quality Control Order,,"Manufacturers/importers of products with an effective compulsory QCO; verify product, standard, exemptions and commencement.",,,,,,event_based,Certification before regulated manufacture/import/sale; scheme-specific renewal or surveillance.,"{""type"": ""manual_review""}",Products outside compulsory orders may have voluntary certification; do not make BIS universal.,researched_partial,0,2026-09-14
N032-V1,N032,IN,AUTH-BIS,Applicable BIS certification scheme and licence conditions,,BIS licensees where the applicable scheme prescribes tests or factory surveillance.,,,,,,event_based,Use scheme/licence testing plan and surveillance events.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N033-V1,N033,IN,AUTH-DRUGS_HEALTH,Drugs and Cosmetics Act and applicable rules,,Drug activities; central/state licensing allocation differs by activity and product.,,,,,,event_based,Prior applicable licence; certificate-specific retention/renewal duties.,"{""type"": ""manual_review""}",CDSCO SUGAM covers specified central applications; state sale/manufacture licensing must be separately resolved.,researched_partial,0,2026-09-14
N034-V1,N034,IN,AUTH-DRUGS_HEALTH,Medical Devices Rules 2017 as amended,,Manufacturers/importers/sellers of regulated devices; distinguish risk classes and exemptions.,,,,,,event_based,Before covered activity; current retention fee and licence conditions.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N035-V1,N035,IN,AUTH-DRUGS_HEALTH,Cosmetics Rules 2020 as amended,,Imports of cosmetics covered by registration rules.,,,,,,event_based,Before import; registration and retention obligations as applicable.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N036-V1,N036,IN,AUTH-ENERGY_PESO,Petroleum Rules 2002 as amended,,"Storage, transport or installation falling within licensed class/quantity; exemptions require exact facts.",,,,,,event_based,Prior approval/licence and certificate-specific renewal.,"{""type"": ""manual_review""}",PESO FAQ routes applications via NSWS/PESO; physical site examination and certificates depend on licence class.,researched_partial,0,2026-09-14
N037-V1,N037,IN,AUTH-DATA_CYBER,IT Act section 70B; CERT-In directions 28 April 2022,,"Service providers, intermediaries, data centres, bodies corporate and government organisations within directions.",,,,,,event_based,Specified incidents: within six hours of noticing or being brought to notice.,"{""type"": ""event_hours"", ""event"": ""incident_noticed_or_brought_to_notice_at"", ""hours"": 6, ""source_id"": ""CERT"", ""timezone"": ""Asia/Kolkata"", ""status"": ""candidate_requires_full_applicability_and_extension_review""}",,researched_partial,0,2026-09-14
N038-V1,N038,IN,AUTH-DATA_CYBER,CERT-In directions 28 April 2022,,Entities within directions; distinguish special customer-record duties by provider class.,,,,,,continuous,Maintain ICT logs for rolling 180 days securely within India; designate contact as directed.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N039-V1,N039,IN,AUTH-DATA_CYBER,Digital Personal Data Protection Act 2023; Rules 2025 and commencement notifications,,"Digital personal-data processing within statutory scope, subject to exclusions and phased commencement.",,,,,,event_based,Evaluate each provision on its notified effective date; no blanket current activation of all duties.,"{""type"": ""manual_review""}","This is a transition review, not a finding that all DPDP duties are already in force.",researched_partial,0,2026-09-14
N040-V1,N040,IN,AUTH-TRANSPORT,Motor Vehicles Act and applicable central/state rules,,Commercial/transport use requiring relevant goods/passenger permit; exceptions and area limits apply.,,,,,,event_based,Before covered use and before actual permit expiry.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N041-V1,N041,IN,AUTH-TRANSPORT,Motor Vehicles Act and fitness rules,,Covered transport vehicles; age/class and current testing-centre rules determine periodicity.,,,,,,event_based,Use actual certificate expiry and applicable testing interval.,"{""type"": ""manual_review""}",Online application/payment is only part of fitness certification; vehicle testing is a physical step. Applicant personal attendance is a separate question.,researched_partial,0,2026-09-14
N042-V1,N042,IN,AUTH-TELECOM,Applicable DoT/WPC spectrum and equipment requirements,,Qualifying wireless equipment in licence-exempt bands; self-declaration only for eligible finished-product categories.,,,,,,event_based,Before regulated import/use/sale as applicable to product.,"{""type"": ""manual_review""}",Do not equate licence-exempt spectrum with equipment-approval exemption.,researched_partial,0,2026-09-14
N043-V1,N043,IN,AUTH-TELECOM,Applicable telecommunications authorisation framework,,Providing regulated telecom services or possessing/using radio equipment outside relevant exemptions.,,,,,,event_based,Before covered service/activity; check current authorisation category and transition.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N044-V1,N044,IN,AUTH-AGRI_MINING,Applicable mine-safety law and OSH transition,,"Mine owners/managers/operators with opening, operational or reportable safety events.",,,,,,event_based,Event-specific notices; verify current DGMS form and deadline.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N045-V1,N045,IN,AUTH-AGRI_MINING,Insecticides Act and applicable rules,,Covered pesticide manufacture/import products; state sale/manufacture licensing is additional.,,,,,,event_based,Before relevant product manufacture/import; verify product-specific permission.,"{""type"": ""manual_review""}",Government implementation source establishes CROP system; exact current checklist not independently checked.,researched_partial,0,2026-09-14
N046-V1,N046,IN,AUTH-AGRI_MINING,Plant Quarantine Order and applicable export/import phytosanitary requirements,,"Covered plants, plant products and consignments.",,,,,,event_based,Consignment-specific prior permission/inspection/certificate where prescribed.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N047-V1,N047,IN,AUTH-LABOUR,Private Security Agencies (Regulation) Act and state rules,,Business providing private security agency services in the relevant state/UT.,,,,,,event_based,Before operating; licence conditions and renewal depend on certificate/state rules.,"{""type"": ""manual_review""}",State controlling authority grants licence; antecedent checks and training arrangements are separate from uploading application.,researched_partial,0,2026-09-14
N048-V1,N048,IN,AUTH-RERA,Real Estate (Regulation and Development) Act; state rules and authority orders,,"Covered projects and agents; evaluate local thresholds, planning area, phases and exclusions.",,,,,,event_based,Prior registration before covered marketing/sale; local renewal/reporting requirements.,"{""type"": ""manual_review""}",Source is Kerala-specific; its interpretation is not asserted as a verified rule for every state.,researched_partial,0,2026-09-14
N049-V1,N049,IN,AUTH-LABOUR,"Four Labour Codes and operative central/state rules, schemes and savings",,"Establishments affected by revised wages, safety, industrial-relations and social-security provisions.",,,2025-11-21,,,event_based,Reassess from commencement and later applicable rule notifications.,"{""type"": ""manual_review""}",A commencement announcement alone does not verify every threshold or state procedural rule.,researched_partial,0,2026-09-14
S-PB-PSDT-REG-V1,S-PB-PSDT-REG,IN-PB,AUTH-PB-PT,Punjab State Development Tax Act and Rules,,Employers/persons within the PSDT schedule and exemptions; not a blanket charge on every resident.,,,,,,event_based,Resolve statutory liability date and applicable registration deadline.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
S-PB-PSDT-ELECT-V1,S-PB-PSDT-ELECT,IN-PB,AUTH-PB-PT,Punjab State Development Tax First Amendment Rules 2025,,Eligible person choosing the optional lump-sum route.,,,,,,annual,Form 17/18 election by 31 March preceding the financial year; payment by 30 April for elected route.,"{""type"": ""manual_review""}",Optional payment method; do not treat these dates as the universal employer return schedule.,researched_partial,0,2026-09-14
S-MH-PT-REG-V1,S-MH-PT-REG,IN-MH,AUTH-MH-PT,"Applicable state profession-tax Act, schedule and rules",,Employers and/or persons within the current state schedule; employee deductions and entity enrolment are separate tests.,,,,,,event_based,Current schedule and registration/payment deadlines require form-specific verification.,"{""type"": ""manual_review""}","Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial,0,2026-09-14
S-KA-PT-REG-V1,S-KA-PT-REG,IN-KA,AUTH-KA-PT,"Applicable state profession-tax Act, schedule and rules",,Employers and/or persons within the current state schedule; employee deductions and entity enrolment are separate tests.,,,,,,event_based,Current schedule and registration/payment deadlines require form-specific verification.,"{""type"": ""manual_review""}","Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial,0,2026-09-14
S-MN-PT-REG-V1,S-MN-PT-REG,IN-MN,AUTH-MN-PT,"Applicable state profession-tax Act, schedule and rules",,Employers and/or persons within the current state schedule; employee deductions and entity enrolment are separate tests.,,,,,,event_based,Current schedule and registration/payment deadlines require form-specific verification.,"{""type"": ""manual_review""}","Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial,0,2026-09-14
S-NL-PT-REG-V1,S-NL-PT-REG,IN-NL,AUTH-NL-PT,"Applicable state profession-tax Act, schedule and rules",,Employers and/or persons within the current state schedule; employee deductions and entity enrolment are separate tests.,,,,,,event_based,Current schedule and registration/payment deadlines require form-specific verification.,"{""type"": ""manual_review""}","Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial,0,2026-09-14
S-ML-PT-REG-V1,S-ML-PT-REG,IN-ML,AUTH-ML-PT,"Applicable state profession-tax Act, schedule and rules",,Employers and/or persons within the current state schedule; employee deductions and entity enrolment are separate tests.,,,,,,event_based,Current schedule and registration/payment deadlines require form-specific verification.,"{""type"": ""manual_review""}","Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial,0,2026-09-14
S-WB-PT-ENROL-V1,S-WB-PT-ENROL,IN-WB,AUTH-WB-PT,West Bengal profession-tax Act and Rules,,Persons covered by the relevant schedule entries 2 to 4; check August 2026 schedule amendments.,,,,,,event_based,Within 90 days from liability to pay tax.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
S-WB-PT-RETURN-V1,S-WB-PT-RETURN,IN-WB,AUTH-WB-PT,West Bengal profession-tax Act and Rules,,Registered employers with return liability.,,,,,,periodic,Determine current return period/deadline separately from payment.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
S-TN-SHOPS-REG-V1,S-TN-SHOPS-REG,IN-TN,AUTH-TN-SHOPS,Tamil Nadu Shops and Establishments Act and current rules,,Covered establishments with ten or more workers as shown on official registration form; evaluate exemptions.,,At least 10 workers on published form; confirm definitions/exemptions,,,,event_based,Determine commencement-based registration deadline from current rules.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
S-AN-SHOPS-V1,S-AN-SHOPS,IN-AN,AUTH-AN-SHOPS,Applicable Andaman and Nicobar shops regulation/rules,,Covered shops and establishments in the UT.,,,,,,event_based,Current registration and certificate renewal timeline requires verification.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
S-GA-LM-REG-V1,S-GA-LM-REG,IN-GA,AUTH-GA-LEGAL_METROLOGY,Legal Metrology (Packaged Commodities) Rules; Goa procedure,,Covered manufacturers/packers/importers applying to Goa competent authority.,,,,,,event_based,Apply using current service procedure; Rule 27 framework in N028.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
S-LA-CTE-V1,S-LA-CTE,IN-LA,AUTH-LA-PCB,Water/Air consent framework and Ladakh pollution-control procedure,,Covered premises/activities after checking classification and exemptions.,,,,,,event_based,Prior consent for covered establish activity; certificate-specific renewal.,"{""type"": ""manual_review""}",Official launch describes paperless consent applications; not an exemption from premises inspections.,researched_partial,0,2026-09-14
S-LA-CTO-V1,S-LA-CTO,IN-LA,AUTH-LA-PCB,Water/Air consent framework and Ladakh pollution-control procedure,,Covered premises/activities after checking classification and exemptions.,,,,,,event_based,Prior consent for covered operate activity; certificate-specific renewal.,"{""type"": ""manual_review""}",Official launch describes paperless consent applications; not an exemption from premises inspections.,researched_partial,0,2026-09-14
S-ML-EXCISE-V1,S-ML-EXCISE,IN-ML,AUTH-ML-EXCISE,Meghalaya excise legislation and current policy,,"Wholesale, retail, bottling or distillery activity within licensed classes.",,,,,,event_based,Before licensed activity; verify licence class and current policy/validity.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
S-KL-RERA-V1,S-KL-RERA,IN-KL,AUTH-KL-RERA,RERA Act; Kerala authority clarification,,"Project registration where land exceeds 500 sq m OR apartments exceed eight inclusive of phases, subject to statutory exclusions and current interpretation.",,,,,,event_based,Before covered advertising/marketing/booking/sale; check project status and exemptions.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
S-DL-MCD-GTL-V1,S-DL-MCD-GTL,IN-DL-MCD,AUTH-DL-MUNICIPAL,Delhi municipal legislation and MCD GTL procedure,,Scheduled general trades/storage in MCD jurisdiction; NDMC and cantonment areas need separate rules.,,,,,,event_based,Before covered trade; renewal/amendment according to current certificate and SOP.,"{""type"": ""manual_review""}",SOP provides online payment and applicant-generated licence. Absence of all inspection or original-document requirements is not verified.,researched_partial,0,2026-09-14
S-TN-GCC-TRADE-V1,S-TN-GCC-TRADE,IN-TN-CHENNAI,AUTH-TN-MUNICIPAL,Tamil Nadu urban local-body framework and GCC trade procedure,,Covered trades in GCC jurisdiction; small-premises service class has its own conditions.,,,,,,event_based,Use actual licence validity and current trade category; service turnaround is not filing due date.,"{""type"": ""manual_review""}",Published SOP allows online and assisted/office routes. Historic checklists should be checked against current service class.,researched_partial,0,2026-09-14
IF001-V1,IF001,IN,AUTH-RBI-FLA,FEMA and RBI annual FLA reporting requirements,FLA,"Entities covered by RBI FLA FAQ, including eligible companies/LLPs with outstanding inward/outward direct investment at year end; distinguish special AIF procedure.",,,,,,annual,15 July of reporting year. Provisional figures may be used; obtain FLAIR permission to revise as described in current FAQ.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-15
IF002-V1,IF002,IN,AUTH-MCA,Companies (Prospectus and Allotment of Securities) Rules 9A/9B,PAS-6,"Companies covered by applicable dematerialisation rules; assess unlisted public/private class, exclusions, relevant financial-year status and transition.",,,,,,half_yearly,Within 60 days of each applicable half-year end; verify period-specific relaxations.,"{""type"": ""manual_review""}",Do not activate from current turnover alone. Rule 9B transition and changed small-company status need separate legal review.,researched_partial,0,2026-09-15
IF003-V1,IF003,IN,AUTH-MCA,Companies Act section 64; Share Capital and Debentures Rules,SH-7,"Applicable capital alteration, increase/consolidation/division or specified redemption events; purpose controls attachments.",,,,,,event_based,Section 64 ordinarily requires notice within 30 days of alteration/increase/redemption; evaluate exact event.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-15
IF004-V1,IF004,IN,AUTH-MCA,"Companies Act section 140(2); Companies (Audit and Auditors) Rules, rule 8",ADT-3,Resigning auditor must file; company workflow should track receipt and replacement separately.,,,,,,event_based,Within 30 days of resignation; additional CAG communication where section 140 applies.,"{""type"": ""manual_review""}","Legal filer is the auditor, not automatically the company or its director.",researched_partial,0,2026-09-15
IF005-V1,IF005,IN,AUTH-APEDA,APEDA Act and current e-RCMC procedure,e-RCMC — APEDA,Exporters of APEDA scheduled agricultural/processed-food products; distinguish merchant and manufacturer category.,,,,,,event_based,Obtain applicable registration for scheduled-product export; certificate validity is five years under current procedure. Confirm exact initial statutory clock.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-15
IF006-V1,IF006,IN,AUTH-NITI-DARPAN,"NITI Aayog Darpan requirements; applicable grant, FCRA and PML records framework",Darpan Unique ID,"NPOs needing Darpan ID for central grants, relevant FCRA/tax applications or bank account requirements. Separate bank duty from NPO application prerequisites.",,,,,,event_based,Before the relevant application/account process requires the ID; keep registration particulars current.,"{""type"": ""manual_review""}",Guidance URL; follow NITI current portal link. Do not assume Darpan substitutes for CSR-1 or tax registration.,researched_partial,0,2026-09-15
IF007-V1,IF007,IN,AUTH-GST,CGST Act section 29 and applicable registration rules,REG-16,"Registered person seeking cancellation on legally permitted grounds; transfers, cessation and exemptions need separate assessment.",,,,,,event_based,Determine event and statutory application period; outstanding obligations survive cancellation where law requires.,"{""type"": ""manual_review""}",Government entry point supplied; specific cancellation workflow still needs direct procedure verification.,researched_partial,0,2026-09-15
IF008-V1,IF008,IN,AUTH-GST,CGST Act section 45; CGST Rules rule 81,GSTR-10,Cancelled registrations within section 45 scope. Check taxpayer category and statutory exclusions; not a universal return for every GST registration class.,,,,,,event_based,"Within three months of cancellation date or cancellation-order date, whichever is later; applicable extensions require review.","{""type"": ""manual_review""}",,researched_partial,0,2026-09-15
IF009-V1,IF009,IN,AUTH-LLP,LLP Rules rule 37 and applicable amendments,LLP-24,"Eligible inactive LLP electing strike-off, after checking liabilities, filings, inactivity period and regulator consent.",,,,,,event_based,Application only after applicable eligibility period; not a recurring annual obligation.,"{""type"": ""manual_review""}",Execution of declarations and any notarisation remain separate from online submission.,researched_partial,0,2026-09-15
IF010-V1,IF010,IN,AUTH-MCA,Companies Act sections 248/249; Removal of Names Rules,STK-2,Eligible company electing removal after liabilities and statutory restrictions are addressed.,,,,,,event_based,Event-based; satisfy eligibility and required filings before application.,"{""type"": ""manual_review""}",Section 8 and regulated-company restrictions require review; candidate entity mapping is not approval of eligibility.,researched_partial,0,2026-09-15
IF011-V1,IF011,IN,AUTH-MCA,Companies Act section 455; Companies (Miscellaneous) Rules,MSC-1,Eligible company electing formal dormant status; simple inactivity does not itself confer approved dormant status.,,,,,,event_based,Optional event-based application after eligibility review.,"{""type"": ""manual_review""}",Detailed current MSC-1 checklist remains indicative.,researched_partial,0,2026-09-15
IF012-V1,IF012,IN,AUTH-MCA,Companies Act section 455; Companies (Miscellaneous) Rules,MSC-3,Companies with dormant status subject to prescribed annual return; other event filings may still apply.,,,,,,annual,Within 30 days of financial-year end; verify current notifications and applicable period.,"{""type"": ""manual_review""}","Legacy instruction kit supports deadline, not proof every current portal screen is unchanged.",researched_partial,0,2026-09-15
IF013-V1,IF013,IN,AUTH-IP,Trade Marks Rules 2017 rule 33,Examination report reply,Applicant receiving an examination report requiring response.,,,,,,event_based,Respond within one month of receipt under rule 33; actual service and case directions matter.,"{""type"": ""manual_review""}",Hearings and affidavit requirements are case-specific; online filing is not a no-physical-step guarantee.,researched_partial,0,2026-09-15
IF014-V1,IF014,IN,AUTH-IP,Trade Marks Act section 21; Trade Marks Rules 2017 rule 44,TM-O — counterstatement,Applicant served with opposition and wishing to defend registration; distinguish initiating opposition and later evidence stages.,,,,,,event_based,TM-O counterstatement within two months of receipt of notice copy from Registrar.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-15
IF015-V1,IF015,IN,AUTH-DPIIT,"DPIIT Gazette notification GSR 108(E), 4 February 2026",Registration as a Startup,"Eligible private company, registered partnership, LLP or cooperative meeting innovation/original-entity and age/turnover conditions; recognition is optional for relevant benefits.",Normal: no FY since incorporation exceeding INR 200 crore; recognised Deep Tech: INR 300 crore. Separate age and activity tests; tax exemption has distinct eligibility.,,,,,event_based,Apply while eligible; recognition is distinct from separate tax-benefit approval.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-15
IF016-V1,IF016,IN,AUTH-MCA,Companies Act section 252 and applicable NCLT procedure,NCLT petition / INC-28,Eligible applicant pursuing restoration; appeal/application standing and limitation differ.,,,,,,event_based,Case-specific section 252 limitation and tribunal-order compliance; do not assign one deadline to every applicant.,"{""type"": ""manual_review""}",MCA is the order-filing route; tribunal petition and hearing procedure are separate.,researched_partial,0,2026-09-15
AX001-V1,AX001,IN,AUTH-SECURITIES,SEBI/depository/intermediary KYC framework,,Applicant opening or updating a securities account; intermediary and residency category determine documents.,,,,,,event_based,At onboarding and when notified of required updates.,"{""type"": ""manual_review""}",Video/in-person verification and original-document checks depend on approved method; do not assume all channels are visit-free.,researched_partial,0,2026-09-15
AX002-V1,AX002,IN,AUTH-INCOME_TAX,Income-tax law applicable to the tax period and transfer date,,"Holder disposing of securities; determine capital asset versus business stock, instrument, holding period, STT conditions and residency.",,,,,,event_based,Applicable return and advance-tax deadlines; select correct tax-year regime.,"{""type"": ""manual_review""}","No single equity rate applies to all stocks, funds, derivatives or foreign securities. Map pre/post 1 April 2026 law and period-specific forms before automation; business trading turnover is not portfolio value.",researched_partial,0,2026-09-15
AX003-V1,AX003,IN,AUTH-INCOME_TAX,Applicable income-tax foreign asset/income disclosure requirements,,Assess taxpayer residence category and relevant return schedules for foreign shares/accounts/income; calendar-year asset reporting may differ from financial-year income.,,,,,,event_based,Relevant income-tax return deadline; check exact schedule reference period.,"{""type"": ""manual_review""}",Do not assign Schedule FA to every NRI or RNOR merely because assets are overseas. Foreign tax credit and treaty relief need their own conditions.,researched_partial,0,2026-09-15
AX004-V1,AX004,IN,AUTH-FEMA,FEMA; RBI Liberalised Remittance Scheme and applicable overseas investment rules,,Resident individuals remitting for permitted overseas investments; aggregate all LRS purposes in the financial year.,,,,,,event_based,Before remittance; review aggregate USD 250000 annual ceiling and permitted purpose.,"{""type"": ""manual_review""}",LRS is not a company/HUF remittance allowance. Overseas margin remittances are restricted; OPI/ODI classification and applicable tax collection require separate assessment.,researched_partial,0,2026-09-15
AX005-V1,AX005,IN,AUTH-SECURITIES,"SEBI (Prohibition of Insider Trading) Regulations 2015, as amended",,Persons possessing UPSI or otherwise within insider definitions; exceptions and defences are fact-specific.,,,,,,event_based,Before trading or communicating information; ongoing conduct restriction.,"{""type"": ""manual_review""}",Not a filing for every retail investor. Verify amendments after the inspected consolidation.,researched_partial,0,2026-09-15
AX006-V1,AX006,IN,AUTH-SECURITIES,SEBI PIT Regulations and applicable code of conduct,,Designated persons and covered relatives under the relevant organisation code.,,,,,,event_based,Before trade and within organisation-specific disclosure periods.,"{""type"": ""manual_review""}",Do not apply employer pre-clearance or contra-trade restrictions universally to retail investors.,researched_partial,0,2026-09-15
AX007-V1,AX007,IN,AUTH-SECURITIES,"SEBI SAST Regulations 2011, as amended",,Listed-company shareholders/acquirers and persons acting in concert whose holdings/change trigger current disclosure provisions.,,,,,,event_based,Assess before transaction; current regulation determines deadline and recipients.,"{""type"": ""manual_review""}","Current thresholds, exemptions and system-driven disclosure rules await provision-level review; no executable threshold is asserted.",researched_partial,0,2026-09-15
AX008-V1,AX008,IN,AUTH-SECURITIES,"SEBI SAST Regulations 2011, as amended",,Proposed acquisition of listed-company voting rights or control; aggregate PAC and evaluate exemptions.,,,,,,event_based,Before binding acquisition/announcement; transaction-specific open-offer timetable.,"{""type"": ""manual_review""}",Do not equate substantial-shareholder disclosure with an open-offer obligation.,researched_partial,0,2026-09-15
AX009-V1,AX009,IN,AUTH-SECURITIES,Applicable SEBI IA/RA regulations and current circulars,,Person providing covered investment advice or research services; assess exclusions and scope of paid/public services.,,,,,,event_based,Before covered activity; registration conditions control ongoing reporting and fees.,"{""type"": ""manual_review""}",Owning or trading one’s own shares does not itself require IA/RA registration. Registration is not a substitute for each ongoing regulatory obligation.,researched_partial,0,2026-09-15
AX010-V1,AX010,IN,AUTH-SECURITIES,Applicable SEBI IA/RA regulations and current circulars,,Person providing covered investment advice or research services; assess exclusions and scope of paid/public services.,,,,,,event_based,Before covered activity; registration conditions control ongoing reporting and fees.,"{""type"": ""manual_review""}",Owning or trading one’s own shares does not itself require IA/RA registration. Registration is not a substitute for each ongoing regulatory obligation.,researched_partial,0,2026-09-15
AX011-V1,AX011,IN,AUTH-PROPERTY_REGISTRATION,Property/registration framework; Supreme Court distinction between title and mutation,,"Proposed purchaser, lender or transferee of land/building.",,,,,,event_based,Before commitment/payment/registration; refresh before completion.,"{""type"": ""manual_review""}","Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial,0,2026-09-15
AX012-V1,AX012,IN,AUTH-PROPERTY_REGISTRATION,Registration Act 1908 and applicable state stamp/registration law,,"Instrument requiring registration; deed type, execution place, property situs and exemptions control liability.",,,,,,event_based,Ordinary section 23 presentation limit: four months from execution; statutory exceptions and state amendments require review.,"{""type"": ""manual_review""}","No uniform India-wide stamp rate. Online drafting/payment/booking does not prove no SRO attendance, witnesses or identity verification. Record current procedure per instrument.",researched_partial,0,2026-09-15
