legacy_row_id,input_file,input_row_number,mapped_compliance_id,raw_json
M061,india_compliance_master.csv,62,C061,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""Form 15CA/15CB (Foreign Remittance)"", ""Governing_Law"": ""Income Tax Act 1961, Sec 195"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Entities remitting funds abroad"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Transaction Trigger"", ""Frequency"": ""Event-based"", ""Due_Date_Timeline"": ""Before remittance"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""CA certificate (15CB), remittance purpose & DTAA details"", ""Penalty_Late_Fee"": ""Penalty for non-filing/incorrect filing"", ""Notes"": ""15CB (CA certification) needed for most taxable remittances above threshold""}"
M062,india_compliance_master.csv,63,C062,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""Form 61A (Statement of Financial Transactions - SFT)"", ""Governing_Law"": ""Income Tax Act 1961, Sec 285BA"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Entities crossing specified transaction thresholds (banks, registrars, large cash dealers etc.)"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Transaction Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""31-May"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""High-value transaction records"", ""Penalty_Late_Fee"": ""Rs500/day (Rs1,000/day after notice) u/s 271FA"", ""Notes"": """"}"
M063,india_compliance_master.csv,64,C063,"{""Department_Entity"": ""EPFO"", ""Compliance_Category"": ""Labour, HR & Payroll"", ""Compliance_Name"": ""EPF Registration"", ""Governing_Law"": ""Employees' Provident Funds & Misc. Provisions Act 1952"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""Mandatory at 20+ employees; voluntary below 20 (once covered, stays covered permanently)"", ""Trigger_Type"": ""Employee Trigger"", ""Frequency"": ""One-time"", ""Due_Date_Timeline"": ""Within statutory timeline of crossing threshold"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.epfindia.gov.in (Unified Portal: unifiedportal-emp.epfindia.gov.in)"", ""Key_Documents_Required"": ""Employee headcount proof, PAN, address proof, bank details, DSC"", ""Penalty_Late_Fee"": ""N/A"", ""Notes"": ""Registration is often bundled into company incorporation via AGILE-PRO-S""}"
M064,india_compliance_master.csv,65,C064,"{""Department_Entity"": ""EPFO"", ""Compliance_Category"": ""Labour, HR & Payroll"", ""Compliance_Name"": ""EPF Monthly ECR (Electronic Challan-cum-Return)"", ""Governing_Law"": ""EPF Act 1952"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Registered EPF establishments"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A (post-registration, applies at any headcount)"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Monthly"", ""Due_Date_Timeline"": ""15th of following month"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://unifiedportal-emp.epfindia.gov.in"", ""Key_Documents_Required"": ""Employee-wise wage & contribution data, UAN details"", ""Penalty_Late_Fee"": ""12% p.a. interest (Sec 7Q) + 5-25% damages (Sec 14B)"", ""Notes"": ""ECR 3.0 enforces sequential filing (prior months must be filed first)""}"
M065,india_compliance_master.csv,66,C065,"{""Department_Entity"": ""EPFO"", ""Compliance_Category"": ""Labour, HR & Payroll"", ""Compliance_Name"": ""EPF Annual Return (Form 3A/6A)"", ""Governing_Law"": ""EPF Act 1952"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Registered EPF establishments"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""30-Apr"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://unifiedportal-emp.epfindia.gov.in"", ""Key_Documents_Required"": ""Consolidated annual contribution statements"", ""Penalty_Late_Fee"": ""Penalty for delay"", ""Notes"": ""Largely auto-generated through the monthly ECR system now""}"
M066,india_compliance_master.csv,67,C066,"{""Department_Entity"": ""ESIC"", ""Compliance_Category"": ""Labour, HR & Payroll"", ""Compliance_Name"": ""ESIC Registration"", ""Governing_Law"": ""Employees' State Insurance Act 1948"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""Mandatory at 10+ employees (20+ in some states); wage ceiling Rs21,000/month (Rs25,000 for persons with disability)"", ""Trigger_Type"": ""Employee Trigger"", ""Frequency"": ""One-time"", ""Due_Date_Timeline"": ""Within statutory timeline of crossing threshold"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.esic.gov.in"", ""Key_Documents_Required"": ""Employee details, PAN, address proof, bank details"", ""Penalty_Late_Fee"": ""N/A"", ""Notes"": ""Applicable only in ESIC-notified areas; check coverage for your location""}"
M067,india_compliance_master.csv,68,C067,"{""Department_Entity"": ""ESIC"", ""Compliance_Category"": ""Labour, HR & Payroll"", ""Compliance_Name"": ""ESIC Monthly Contribution & Return"", ""Governing_Law"": ""ESI Act 1948"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Registered ESIC establishments"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Monthly"", ""Due_Date_Timeline"": ""15th of following month"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.esic.gov.in"", ""Key_Documents_Required"": ""Wage data, employee-wise contribution"", ""Penalty_Late_Fee"": ""Interest + damages for delayed payment"", ""Notes"": ""Employer 3.25% + Employee 0.75% of wages (rates subject to change)""}"
M068,india_compliance_master.csv,69,C068,"{""Department_Entity"": ""Professional Tax"", ""Compliance_Category"": ""Labour, HR & Payroll"", ""Compliance_Name"": ""Professional Tax Registration (PTRC/PTEC)"", ""Governing_Law"": ""State Professional Tax Acts (Article 276 of Constitution)"", ""Jurisdiction"": ""State (varies — see state compliance matrix)"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""Applicable once any employee/proprietor earns above state-specific salary threshold"", ""Trigger_Type"": ""Employee Trigger"", ""Frequency"": ""One-time"", ""Due_Date_Timeline"": ""Within 30 days of becoming liable (varies by state)"", ""Digital_or_Physical"": ""Mostly digital via state portals; a few states require physical visit for first-time verification"", ""Official_Website"": ""State-specific — see state compliance matrix file"", ""Key_Documents_Required"": ""PAN, address proof, employee count, salary register"", ""Penalty_Late_Fee"": ""Late registration penalty varies by state"", ""Notes"": ""PT is NOT levied in Delhi, UP, Haryana, Rajasthan and several other states — see state matrix""}"
M069,india_compliance_master.csv,70,C069,"{""Department_Entity"": ""Professional Tax"", ""Compliance_Category"": ""Labour, HR & Payroll"", ""Compliance_Name"": ""Professional Tax Return Filing"", ""Governing_Law"": ""State Professional Tax Acts"", ""Jurisdiction"": ""State (varies — see state compliance matrix)"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Monthly/Quarterly/Half-yearly/Annual (varies by state)"", ""Due_Date_Timeline"": ""Varies by state — see state compliance matrix"", ""Digital_or_Physical"": ""Digital via state portals"", ""Official_Website"": ""State-specific — see state compliance matrix file"", ""Key_Documents_Required"": ""Employee-wise salary & PT deduction summary"", ""Penalty_Late_Fee"": ""Interest + penalty, varies by state"", ""Notes"": ""Max PT capped at Rs2,500/person/year across India (constitutional cap)""}"
M070,india_compliance_master.csv,71,C070,"{""Department_Entity"": ""Labour"", ""Compliance_Category"": ""Labour, HR & Payroll"", ""Compliance_Name"": ""POSH Internal Committee + Annual Report"", ""Governing_Law"": ""Sexual Harassment of Women at Workplace (Prevention, Prohibition & Redressal) Act 2013"", ""Jurisdiction"": ""Central Act, State-administered"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""Mandatory at 10+ employees"", ""Trigger_Type"": ""Employee Trigger"", ""Frequency"": ""Annual report; committee is standing"", ""Due_Date_Timeline"": ""Annual report by 31 January to District Officer"", ""Digital_or_Physical"": ""Hybrid — committee functions internally (physical hearings where needed); annual report filed digitally/physically depending on state"", ""Official_Website"": ""District Officer / State Women & Child Development portal (varies by state)"", ""Key_Documents_Required"": ""Committee constitution order, complaints register, training records"", ""Penalty_Late_Fee"": ""Rs50,000 fine, escalating to licence cancellation on repeat default"", ""Notes"": """"}"
M071,india_compliance_master.csv,72,C071,"{""Department_Entity"": ""Labour"", ""Compliance_Category"": ""Labour, HR & Payroll"", ""Compliance_Name"": ""Payment of Gratuity Act Compliance"", ""Governing_Law"": ""Payment of Gratuity Act 1972"", ""Jurisdiction"": ""Central Act, State-administered"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""Mandatory at 10+ employees (once covered, stays covered)"", ""Trigger_Type"": ""Employee Trigger"", ""Frequency"": ""Ongoing (payable on separation after 5 years' service); Notice (Form A) at commencement"", ""Due_Date_Timeline"": ""Form A within 30 days of becoming covered; gratuity paid within 30 days of it becoming payable"", ""Digital_or_Physical"": ""Hybrid — notices/forms physical in several states; some states now offer online filing"", ""Official_Website"": ""Controlling/Labour Commissioner office of the state"", ""Key_Documents_Required"": ""Employee service records, salary details"", ""Penalty_Late_Fee"": ""Interest on delayed payment + prosecution under the Act"", ""Notes"": """"}"
M072,india_compliance_master.csv,73,C072,"{""Department_Entity"": ""Labour"", ""Compliance_Category"": ""Labour, HR & Payroll"", ""Compliance_Name"": ""Labour Welfare Fund Contribution"", ""Governing_Law"": ""State Labour Welfare Fund Acts"", ""Jurisdiction"": ""Central Act, State-administered"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""Applicable in ~16 states/UTs; threshold varies by state"", ""Trigger_Type"": ""Employee Trigger"", ""Frequency"": ""Half-yearly/Annual (varies by state)"", ""Due_Date_Timeline"": ""Varies by state"", ""Digital_or_Physical"": ""Hybrid — mostly digital, some states retain physical challans"", ""Official_Website"": ""State Labour Department portal (state-specific)"", ""Key_Documents_Required"": ""Employee count & contribution register"", ""Penalty_Late_Fee"": ""Penalty varies by state"", ""Notes"": ""Not applicable in all states — verify per state of operation""}"
M073,india_compliance_master.csv,74,C073,"{""Department_Entity"": ""Labour"", ""Compliance_Category"": ""Labour, HR & Payroll"", ""Compliance_Name"": ""Minimum Wages Compliance & Registers"", ""Governing_Law"": ""Minimum Wages Act 1948 / Code on Wages 2019"", ""Jurisdiction"": ""Central Act, State-administered"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""All employers with employees"", ""Trigger_Type"": ""Employee Trigger"", ""Frequency"": ""Ongoing"", ""Due_Date_Timeline"": ""Continuous maintenance; inspections ad hoc"", ""Digital_or_Physical"": ""Physical registers required in most states (Form registers), increasingly digitised"", ""Official_Website"": ""State Labour Department (state-specific)"", ""Key_Documents_Required"": ""Wage registers, attendance records, appointment letters"", ""Penalty_Late_Fee"": ""Fines + imprisonment for repeat violation"", ""Notes"": ""Labour Codes 2019-2020 are being rolled out state-by-state and will eventually replace this Act""}"
M074,india_compliance_master.csv,75,C074,"{""Department_Entity"": ""Labour"", ""Compliance_Category"": ""Labour, HR & Payroll"", ""Compliance_Name"": ""Contract Labour Licence (Principal Employer & Contractor)"", ""Governing_Law"": ""Contract Labour (Regulation & Abolition) Act 1970"", ""Jurisdiction"": ""Central Act, State-administered"", ""Applicable_Entity_Types"": ""Establishments engaging 20+ contract workers (and their contractors)"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""20+ contract workers"", ""Trigger_Type"": ""Employee Trigger"", ""Frequency"": ""One-time registration + Annual return"", ""Due_Date_Timeline"": ""Registration before engaging contract labour; annual return by prescribed date (state-specific)"", ""Digital_or_Physical"": ""Hybrid — several states now allow online applications, final licence often needs physical verification"", ""Official_Website"": ""State Labour Department (state-specific)"", ""Key_Documents_Required"": ""Contractor agreement, workforce details, welfare amenity plan"", ""Penalty_Late_Fee"": ""Prosecution + licence cancellation"", ""Notes"": ""Applies to Principal Employer (registration) and Contractor (licence) separately""}"
M075,india_compliance_master.csv,76,C075,"{""Department_Entity"": ""FSSAI"", ""Compliance_Category"": ""Food / FSSAI"", ""Compliance_Name"": ""FSSAI Basic Registration"", ""Governing_Law"": ""Food Safety and Standards Act 2006"", ""Jurisdiction"": ""Central (FSSAI), state/local offices process State Licence tier"", ""Applicable_Entity_Types"": ""Food businesses"", ""Turnover_Applicability"": ""Turnover up to Rs1.5Cr (revised w.e.f. 1 April 2026)"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Turnover Trigger"", ""Frequency"": ""One-time (perpetual validity from 2026, no routine renewal)"", ""Due_Date_Timeline"": ""Before commencing food business"", ""Digital_or_Physical"": ""Digital (FoSCoS portal); physical inspection may follow for certain categories"", ""Official_Website"": ""https://foscos.fssai.gov.in"", ""Key_Documents_Required"": ""Identity/address proof, food category declaration, photo"", ""Penalty_Late_Fee"": ""Fine up to Rs5 lakh for operating without registration"", ""Notes"": ""Perpetual validity introduced 1 Apr 2026 — no renewal unless suspended/cancelled/surrendered""}"
M076,india_compliance_master.csv,77,C076,"{""Department_Entity"": ""FSSAI"", ""Compliance_Category"": ""Food / FSSAI"", ""Compliance_Name"": ""FSSAI State Licence"", ""Governing_Law"": ""Food Safety and Standards Act 2006"", ""Jurisdiction"": ""Central (FSSAI), state/local offices process State Licence tier"", ""Applicable_Entity_Types"": ""Food businesses"", ""Turnover_Applicability"": ""Rs1.5Cr to Rs50Cr turnover (revised w.e.f. 1 April 2026); some categories mandatorily need State Licence regardless of turnover"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Turnover Trigger"", ""Frequency"": ""One-time (perpetual validity from 2026)"", ""Due_Date_Timeline"": ""Before commencing/on crossing threshold (upgrade within 1 month of crossing)"", ""Digital_or_Physical"": ""Digital (FoSCoS) + mandatory physical premises inspection"", ""Official_Website"": ""https://foscos.fssai.gov.in"", ""Key_Documents_Required"": ""Layout plan, water test report, food safety management plan, ID/address proof"", ""Penalty_Late_Fee"": ""Fine up to Rs5 lakh + imprisonment for serious violations"", ""Notes"": ""Multi-state chains still require Central Licence regardless of individual outlet turnover""}"
M077,india_compliance_master.csv,78,C077,"{""Department_Entity"": ""FSSAI"", ""Compliance_Category"": ""Food / FSSAI"", ""Compliance_Name"": ""FSSAI Central Licence"", ""Governing_Law"": ""Food Safety and Standards Act 2006"", ""Jurisdiction"": ""Central (FSSAI), state/local offices process State Licence tier"", ""Applicable_Entity_Types"": ""Food businesses (esp. importers, large manufacturers, multi-state operators)"", ""Turnover_Applicability"": ""Above Rs50Cr turnover (revised w.e.f. 1 April 2026); certain categories (imports, railways, large manufacturing, e-commerce food aggregators) always mandatory"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Turnover Trigger / Industry Trigger"", ""Frequency"": ""One-time (perpetual validity from 2026)"", ""Due_Date_Timeline"": ""Before commencing/on crossing threshold"", ""Digital_or_Physical"": ""Digital (FoSCoS) + mandatory physical inspection"", ""Official_Website"": ""https://foscos.fssai.gov.in"", ""Key_Documents_Required"": ""Layout plan, NABL-accredited water test, food safety plan, import-export code (if applicable)"", ""Penalty_Late_Fee"": ""Fine up to Rs10 lakh + imprisonment for serious food safety violations"", ""Notes"": """"}"
M078,india_compliance_master.csv,79,C078,"{""Department_Entity"": ""Import & Export"", ""Compliance_Category"": ""Import & Export"", ""Compliance_Name"": ""IEC (Import Export Code)"", ""Governing_Law"": ""Foreign Trade (Development & Regulation) Act 1992"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Entities engaged in import/export"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Industry Trigger"", ""Frequency"": ""One-time (10-digit PAN-based code)"", ""Due_Date_Timeline"": ""Before first import/export shipment"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.dgft.gov.in"", ""Key_Documents_Required"": ""PAN, bank account/cancelled cheque, address proof, DSC/Aadhaar e-sign"", ""Penalty_Late_Fee"": ""Cannot import/export without IEC"", ""Notes"": """"}"
M079,india_compliance_master.csv,80,C079,"{""Department_Entity"": ""Import & Export"", ""Compliance_Category"": ""Import & Export"", ""Compliance_Name"": ""IEC Annual Updation"", ""Governing_Law"": ""FTDR Act 1992, DGFT Policy"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""IEC holders"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""Between April-June each year (even with no changes, confirmation required)"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.dgft.gov.in"", ""Key_Documents_Required"": ""Confirmation of existing details or updated KYC"", ""Penalty_Late_Fee"": ""IEC gets deactivated if not updated annually"", ""Notes"": ""Introduced to keep DGFT database current; deactivated IECs can be reactivated with late fee""}"
M080,india_compliance_master.csv,81,C080,"{""Department_Entity"": ""Import & Export"", ""Compliance_Category"": ""Import & Export"", ""Compliance_Name"": ""RCMC (Registration-Cum-Membership Certificate)"", ""Governing_Law"": ""Foreign Trade Policy"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Exporters wanting export incentive scheme benefits"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Industry Trigger"", ""Frequency"": ""One-time + periodic renewal (typically 5 years)"", ""Due_Date_Timeline"": ""Before claiming export promotion benefits"", ""Digital_or_Physical"": ""Digital (via relevant Export Promotion Council)"", ""Official_Website"": ""Council-specific portals (e.g. https://www.fieo.org for FIEO)"", ""Key_Documents_Required"": ""IEC copy, product/service category proof"", ""Penalty_Late_Fee"": ""Cannot claim EPCG/Advance Authorization/other scheme benefits without RCMC"", ""Notes"": ""Issued by product/sector-specific Export Promotion Councils""}"
M081,india_compliance_master.csv,82,C081,"{""Department_Entity"": ""Import & Export"", ""Compliance_Category"": ""Import & Export"", ""Compliance_Name"": ""AD Code Registration (Bank)"", ""Governing_Law"": ""Foreign Trade Policy / RBI guidelines"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Importers/Exporters"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Industry Trigger"", ""Frequency"": ""One-time per port/customs location"", ""Due_Date_Timeline"": ""Before first shipment through a given port"", ""Digital_or_Physical"": ""Hybrid — bank-issued AD code letter registered with Customs (ICEGATE) online"", ""Official_Website"": ""https://www.icegate.gov.in"", ""Key_Documents_Required"": ""Bank AD code letter, IEC copy"", ""Penalty_Late_Fee"": ""Cannot clear shipments through customs without AD code registration at port"", ""Notes"": """"}"
M082,india_compliance_master.csv,83,C082,"{""Department_Entity"": ""Import & Export"", ""Compliance_Category"": ""Import & Export"", ""Compliance_Name"": ""EPCG / Advance Authorization Scheme"", ""Governing_Law"": ""Foreign Trade Policy"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Manufacturer-exporters (optional, scheme-based)"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Transaction Trigger"", ""Frequency"": ""Event-based (per authorization)"", ""Due_Date_Timeline"": ""Before importing capital goods/inputs under scheme"", ""Digital_or_Physical"": ""Digital (DGFT portal) + physical bond/bank guarantee submission to Customs"", ""Official_Website"": ""https://www.dgft.gov.in"", ""Key_Documents_Required"": ""Export obligation undertaking, bond/BG, CA certificate"", ""Penalty_Late_Fee"": ""Duty demand + interest + penalty if export obligation unmet"", ""Notes"": ""Optional duty-benefit scheme, not a general compliance requirement""}"
M083,india_compliance_master.csv,84,C083,"{""Department_Entity"": ""Business Licences"", ""Compliance_Category"": ""Business Licences"", ""Compliance_Name"": ""MSME / Udyam Registration"", ""Governing_Law"": ""MSME Development Act 2006"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""Micro/Small/Medium as per investment & turnover criteria (self-declared)"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Turnover Trigger"", ""Frequency"": ""One-time (self-declaration, no renewal)"", ""Due_Date_Timeline"": ""Anytime (recommended at start of business)"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://udyamregistration.gov.in"", ""Key_Documents_Required"": ""PAN, Aadhaar of proprietor/authorized signatory, GSTIN (if applicable)"", ""Penalty_Late_Fee"": ""No penalty for not registering, but loses MSME benefits (delayed-payment protection, priority lending, tender preferential access)"", ""Notes"": ""Free of cost; auto-fetches PAN/GST/ITR data""}"
M084,india_compliance_master.csv,85,C084,"{""Department_Entity"": ""Business Licences"", ""Compliance_Category"": ""Business Licences"", ""Compliance_Name"": ""Trade Licence (Municipal Corporation)"", ""Governing_Law"": ""State Municipal Corporation Acts (city-specific)"", ""Jurisdiction"": ""Local (Municipal Corporation — varies by city)"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Location Trigger"", ""Frequency"": ""One-time + Annual renewal (most cities)"", ""Due_Date_Timeline"": ""Before commencing operations at a location; renewal typically by start of FY"", ""Digital_or_Physical"": ""Hybrid — most metro municipal bodies now have online portals but many require a physical inspection before first issue"", ""Official_Website"": ""City-specific municipal corporation portal — see state/city compliance matrix file"", ""Key_Documents_Required"": ""Shop & Establishment certificate, ownership/rent proof, layout plan, fire NOC (for larger premises)"", ""Penalty_Late_Fee"": ""Sealing of premises + daily penalty for operating without licence"", ""Notes"": ""Authority and process differ by municipal corporation, not just by state — see state matrix for representative examples""}"
M085,india_compliance_master.csv,86,C085,"{""Department_Entity"": ""Business Licences"", ""Compliance_Category"": ""Business Licences"", ""Compliance_Name"": ""Fire NOC (Fire Safety Certificate)"", ""Governing_Law"": ""State Fire Services Acts (state-specific)"", ""Jurisdiction"": ""State (State Fire Department)"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""Applicable to establishments above specified built-up area / occupancy (varies by state)"", ""Trigger_Type"": ""Industry Trigger"", ""Frequency"": ""One-time + periodic renewal (typically 1-3 years)"", ""Due_Date_Timeline"": ""Before occupancy / commencing operations at a qualifying premises"", ""Digital_or_Physical"": ""Physical — mandatory on-site fire department inspection in nearly all states"", ""Official_Website"": ""State Fire Department portal (state-specific)"", ""Key_Documents_Required"": ""Building plan, fire-fighting equipment certification, occupancy certificate"", ""Penalty_Late_Fee"": ""Closure order + penalty; criminal liability in case of fire incident"", ""Notes"": ""Required for factories, large offices, malls, hotels, warehouses etc. per state occupancy norms""}"
M086,india_compliance_master.csv,87,C086,"{""Department_Entity"": ""Factory & Pollution"", ""Compliance_Category"": ""Factory & Pollution"", ""Compliance_Name"": ""Factory Licence"", ""Governing_Law"": ""Factories Act 1948"", ""Jurisdiction"": ""Central Act, State-administered"", ""Applicable_Entity_Types"": ""Manufacturing units"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""10+ workers with power; 20+ workers without power (state variations exist)"", ""Trigger_Type"": ""Employee Trigger / Industry Trigger"", ""Frequency"": ""One-time + Annual renewal"", ""Due_Date_Timeline"": ""Before commencing manufacturing; renewal typically annual or multi-year (state-specific)"", ""Digital_or_Physical"": ""Hybrid — application via state Labour/Factories portal, mandatory physical factory inspection before licence grant"", ""Official_Website"": ""State Directorate of Factories portal (state-specific, e.g. Maharashtra: mahakamgar.gov.in)"", ""Key_Documents_Required"": ""Site plan, machinery list, safety certification, manpower details"", ""Penalty_Late_Fee"": ""Closure order + prosecution under the Act"", ""Notes"": """"}"
M087,india_compliance_master.csv,88,C087,"{""Department_Entity"": ""Factory & Pollution"", ""Compliance_Category"": ""Factory & Pollution"", ""Compliance_Name"": ""Factory Licence Renewal"", ""Governing_Law"": ""Factories Act 1948"", ""Jurisdiction"": ""Central Act, State-administered"", ""Applicable_Entity_Types"": ""Licensed factories"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""Same as Factory Licence"", ""Trigger_Type"": ""Licence Trigger"", ""Frequency"": ""Annual or multi-year (state-specific)"", ""Due_Date_Timeline"": ""Before expiry of current licence (typically 30-60 days prior)"", ""Digital_or_Physical"": ""Hybrid — online renewal application, may include physical inspection"", ""Official_Website"": ""State Directorate of Factories portal (state-specific)"", ""Key_Documents_Required"": ""Previous licence, compliance/inspection reports, updated manpower data"", ""Penalty_Late_Fee"": ""Operating with an expired licence treated as non-compliance"", ""Notes"": """"}"
M088,india_compliance_master.csv,89,C088,"{""Department_Entity"": ""Factory & Pollution"", ""Compliance_Category"": ""Factory & Pollution"", ""Compliance_Name"": ""Consent to Establish (CTE)"", ""Governing_Law"": ""Water (Prevention & Control of Pollution) Act 1974 / Air Act 1981"", ""Jurisdiction"": ""Central Act, State-administered"", ""Applicable_Entity_Types"": ""Industrial units (all categories, esp. Red/Orange as per CPCB classification)"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Industry Trigger"", ""Frequency"": ""One-time (per project), before construction"", ""Due_Date_Timeline"": ""Before starting construction/installation of plant & machinery"", ""Digital_or_Physical"": ""Digital application (state PCB / OCMMS portal) + physical site inspection typically required"", ""Official_Website"": ""State Pollution Control Board portal (state-specific, e.g. https://cpcb.nic.in for central framework)"", ""Key_Documents_Required"": ""Project report, effluent/emission treatment plan, site layout, land documents"", ""Penalty_Late_Fee"": ""Closure order + penalty up to Rs1 crore under Environment Protection Act for operating without CTE"", ""Notes"": ""Applications increasingly routed through the unified Online Consent Management & Monitoring System (OCMMS)""}"
