coverage_id,jurisdiction_id,topic,applicability_status,authority_url,application_url,source_id,coverage_status,next_verification,legacy_row_id,linked_rule_ids,filing_mode,physical_submission,applicant_visit,inspection,testing_or_notarisation,documents,procedure_urls
LD-state_food_safety,IN-LD,state_food_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
LD-groundwater,IN-LD,groundwater,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
LD-boilers,IN-LD,boilers,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MP-professional_tax,IN-MP,professional_tax,legacy_claim_unverified,https://www.nsws.gov.in/state-list,,NSWS,imported_unverified,Original Yes/No retained in legacy_rows only; verify present levy/exemptions from current official law. A missing portal is not evidence of non-levy.,S009,,unverified,unverified,unverified,unverified,unverified,,
MP-shops_establishments,IN-MP,shops_establishments,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-labour_welfare_fund,IN-MP,labour_welfare_fund,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-factory_licensing,IN-MP,factory_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-pollution_cte,IN-MP,pollution_cte,requires_activity_and_local_law_review,https://www.mppcb.mp.gov.in/,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-pollution_cto,IN-MP,pollution_cto,requires_activity_and_local_law_review,https://www.mppcb.mp.gov.in/,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-hazardous_waste,IN-MP,hazardous_waste,requires_activity_and_local_law_review,https://www.mppcb.mp.gov.in/,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-fire_safety,IN-MP,fire_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-municipal_trade,IN-MP,municipal_trade,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S009,,unverified,unverified,unverified,unverified,unverified,,
MP-building_occupancy,IN-MP,building_occupancy,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S009,,unverified,unverified,unverified,unverified,unverified,,
MP-state_drug_licensing,IN-MP,state_drug_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-excise,IN-MP,excise,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-legal_metrology,IN-MP,legal_metrology,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-rera,IN-MP,rera,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-psara,IN-MP,psara,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-state_food_safety,IN-MP,state_food_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-groundwater,IN-MP,groundwater,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-boilers,IN-MP,boilers,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MH-professional_tax,IN-MH,professional_tax,levy_evidenced_schedule_requires_review,https://www.mahagst.gov.in/user-registration/pt,https://www.mahagst.gov.in/user-registration/pt,MH_PT,partial_rule_research,"Verify current schedule, employer versus own-account liability, exemptions, registration time, payment and return dates. This does not mean every entity owes tax.",S001,S-MH-PT-REG-V1,online,unverified,unverified,unverified,unverified,PAN and applicant/entity particulars; employment/business and address details as requested by current form,https://www.mahagst.gov.in/user-registration/pt
MH-shops_establishments,IN-MH,shops_establishments,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-labour_welfare_fund,IN-MH,labour_welfare_fund,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-factory_licensing,IN-MH,factory_licensing,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-pollution_cte,IN-MH,pollution_cte,requires_activity_and_local_law_review,http://mpcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-pollution_cto,IN-MH,pollution_cto,requires_activity_and_local_law_review,http://mpcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-hazardous_waste,IN-MH,hazardous_waste,requires_activity_and_local_law_review,http://mpcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-fire_safety,IN-MH,fire_safety,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-municipal_trade,IN-MH,municipal_trade,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S001,,unverified,unverified,unverified,unverified,unverified,,
MH-building_occupancy,IN-MH,building_occupancy,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S001,,unverified,unverified,unverified,unverified,unverified,,
MH-state_drug_licensing,IN-MH,state_drug_licensing,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-excise,IN-MH,excise,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-legal_metrology,IN-MH,legal_metrology,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-rera,IN-MH,rera,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-psara,IN-MH,psara,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-state_food_safety,IN-MH,state_food_safety,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-groundwater,IN-MH,groundwater,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-boilers,IN-MH,boilers,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S001,,unverified,unverified,unverified,unverified,unverified,,
MN-professional_tax,IN-MN,professional_tax,levy_evidenced_schedule_requires_review,https://professionaltax.mn.gov.in/Default.aspx,https://professionaltax.mn.gov.in/Default.aspx,MN_PT,partial_rule_research,"Verify current schedule, employer versus own-account liability, exemptions, registration time, payment and return dates. This does not mean every entity owes tax.",,S-MN-PT-REG-V1,online,unverified,unverified,unverified,unverified,PAN and applicant/entity particulars; employment/business and address details as requested by current form,https://professionaltax.mn.gov.in/Default.aspx
MN-shops_establishments,IN-MN,shops_establishments,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MN-labour_welfare_fund,IN-MN,labour_welfare_fund,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MN-factory_licensing,IN-MN,factory_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MN-pollution_cte,IN-MN,pollution_cte,requires_activity_and_local_law_review,https://manipcb.nic.in/,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",,,unverified,unverified,unverified,unverified,unverified,,
MN-pollution_cto,IN-MN,pollution_cto,requires_activity_and_local_law_review,https://manipcb.nic.in/,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",,,unverified,unverified,unverified,unverified,unverified,,
MN-hazardous_waste,IN-MN,hazardous_waste,requires_activity_and_local_law_review,https://manipcb.nic.in/,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",,,unverified,unverified,unverified,unverified,unverified,,
MN-fire_safety,IN-MN,fire_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MN-municipal_trade,IN-MN,municipal_trade,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,,,unverified,unverified,unverified,unverified,unverified,,
MN-building_occupancy,IN-MN,building_occupancy,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,,,unverified,unverified,unverified,unverified,unverified,,
MN-state_drug_licensing,IN-MN,state_drug_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MN-excise,IN-MN,excise,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MN-legal_metrology,IN-MN,legal_metrology,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MN-rera,IN-MN,rera,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MN-psara,IN-MN,psara,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MN-state_food_safety,IN-MN,state_food_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MN-groundwater,IN-MN,groundwater,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MN-boilers,IN-MN,boilers,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
ML-professional_tax,IN-ML,professional_tax,levy_evidenced_schedule_requires_review,https://megtaxation.nic.in/,https://megtaxation.nic.in/,ML_PT,partial_rule_research,"Verify current schedule, employer versus own-account liability, exemptions, registration time, payment and return dates. This does not mean every entity owes tax.",,S-ML-PT-REG-V1,online,unverified,unverified,unverified,unverified,PAN and applicant/entity particulars; employment/business and address details as requested by current form,https://megtaxation.nic.in/
ML-shops_establishments,IN-ML,shops_establishments,requires_activity_and_local_law_review,https://invest.meghalaya.gov.in/SingleWindowPortalDashboard.aspx,,ML_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
ML-labour_welfare_fund,IN-ML,labour_welfare_fund,requires_activity_and_local_law_review,https://invest.meghalaya.gov.in/SingleWindowPortalDashboard.aspx,,ML_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
ML-factory_licensing,IN-ML,factory_licensing,requires_activity_and_local_law_review,https://invest.meghalaya.gov.in/SingleWindowPortalDashboard.aspx,,ML_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
ML-pollution_cte,IN-ML,pollution_cte,requires_activity_and_local_law_review,http://megspcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",,,unverified,unverified,unverified,unverified,unverified,,
ML-pollution_cto,IN-ML,pollution_cto,requires_activity_and_local_law_review,http://megspcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",,,unverified,unverified,unverified,unverified,unverified,,
ML-hazardous_waste,IN-ML,hazardous_waste,requires_activity_and_local_law_review,http://megspcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",,,unverified,unverified,unverified,unverified,unverified,,
ML-fire_safety,IN-ML,fire_safety,requires_activity_and_local_law_review,https://invest.meghalaya.gov.in/SingleWindowPortalDashboard.aspx,,ML_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
ML-municipal_trade,IN-ML,municipal_trade,requires_activity_and_local_law_review,https://invest.meghalaya.gov.in/SingleWindowPortalDashboard.aspx,,ML_SW,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,,,unverified,unverified,unverified,unverified,unverified,,
ML-building_occupancy,IN-ML,building_occupancy,requires_activity_and_local_law_review,https://invest.meghalaya.gov.in/SingleWindowPortalDashboard.aspx,,ML_SW,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,,,unverified,unverified,unverified,unverified,unverified,,
ML-state_drug_licensing,IN-ML,state_drug_licensing,requires_activity_and_local_law_review,https://invest.meghalaya.gov.in/SingleWindowPortalDashboard.aspx,,ML_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
ML-excise,IN-ML,excise,requires_activity_and_local_law_review,https://invest.meghalaya.gov.in/SingleWindowPortalDashboard.aspx,,ML_SERVICES,partial_rule_research,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,S-ML-EXCISE-V1,unverified,unverified,unverified,unverified,unverified,Applicant/entity; premises and activity particulars; current excise checklist required,https://invest.meghalaya.gov.in/InformationWizard.aspx
ML-legal_metrology,IN-ML,legal_metrology,requires_activity_and_local_law_review,https://invest.meghalaya.gov.in/SingleWindowPortalDashboard.aspx,,ML_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
ML-rera,IN-ML,rera,requires_activity_and_local_law_review,https://invest.meghalaya.gov.in/SingleWindowPortalDashboard.aspx,,ML_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
ML-psara,IN-ML,psara,requires_activity_and_local_law_review,https://invest.meghalaya.gov.in/SingleWindowPortalDashboard.aspx,,ML_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
ML-state_food_safety,IN-ML,state_food_safety,requires_activity_and_local_law_review,https://invest.meghalaya.gov.in/SingleWindowPortalDashboard.aspx,,ML_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
ML-groundwater,IN-ML,groundwater,requires_activity_and_local_law_review,https://invest.meghalaya.gov.in/SingleWindowPortalDashboard.aspx,,ML_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
ML-boilers,IN-ML,boilers,requires_activity_and_local_law_review,https://invest.meghalaya.gov.in/SingleWindowPortalDashboard.aspx,,ML_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-professional_tax,IN-MZ,professional_tax,levy_evidenced_schedule_requires_review,https://zotax.nic.in/files/tax_schedules/Final%20Profession%20Tax%20Slab%202024.pdf,,MZ_PT,levy_or_service_evidenced,"Verify current schedule, employer versus own-account liability, exemptions, registration time, payment and return dates. This does not mean every entity owes tax.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-shops_establishments,IN-MZ,shops_establishments,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-labour_welfare_fund,IN-MZ,labour_welfare_fund,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-factory_licensing,IN-MZ,factory_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-pollution_cte,IN-MZ,pollution_cte,requires_activity_and_local_law_review,https://mpcb.mizoram.gov.in/,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-pollution_cto,IN-MZ,pollution_cto,requires_activity_and_local_law_review,https://mpcb.mizoram.gov.in/,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-hazardous_waste,IN-MZ,hazardous_waste,requires_activity_and_local_law_review,https://mpcb.mizoram.gov.in/,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-fire_safety,IN-MZ,fire_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-municipal_trade,IN-MZ,municipal_trade,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,,,unverified,unverified,unverified,unverified,unverified,,
MZ-building_occupancy,IN-MZ,building_occupancy,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,,,unverified,unverified,unverified,unverified,unverified,,
MZ-state_drug_licensing,IN-MZ,state_drug_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-excise,IN-MZ,excise,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-legal_metrology,IN-MZ,legal_metrology,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-rera,IN-MZ,rera,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-psara,IN-MZ,psara,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-state_food_safety,IN-MZ,state_food_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-groundwater,IN-MZ,groundwater,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
